,D,Fdn,Fndyn,Gew,L0,Lndyn,Mat,PG,R,S,d,n,name,prices,shdyn
2505,0.009,Rattachés et meulés,155.171,4.915,0.02,0.015960000000000002,EN 10270-3-1.4310,G,38409.0,0.0036,0.002,5.0,vd-262a-10,"{1: 2.74, 450: 0.21, 37: 0.6, 17: 0.93, 7: 1.86, 250: 0.28, 75: 0.46, 125: 0.36, 350: 0.24, 175: 0.32}",0.00264
2506,0.0112,Rattachés et meulés,14.529,1.4679,0.054,0.01242,EN 10270-1,C,349.0,0.006259000000000001,0.0008,8.5,d-117p,"{1: 2.63, 450: 0.08, 37: 0.43, 17: 0.7, 7: 1.57, 250: 0.13, 75: 0.25, 125: 0.19, 350: 0.1, 175: 0.14}",0.02232
2507,0.0029500000000000004,Rattachés,1.399,0.0557,0.02,0.005809999999999999,EN 10270-3-1.4310,D,99.0,0.001435,0.00025,13.5,vd-016f,"{1: 2.65, 450: 0.11, 37: 0.47, 17: 0.74, 7: 1.6, 250: 0.16, 75: 0.31, 125: 0.24, 350: 0.12, 175: 0.19}",0.00656
2508,0.0032,Rattachés et meulés,11.91,0.1638,0.0115,0.0062900000000000005,EN 10270-1,B,2286.0,0.001294,0.0005,8.5,d-083,"{1: 2.58, 450: 0.06, 37: 0.38, 17: 0.66, 7: 1.54, 250: 0.08, 75: 0.18, 125: 0.14, 350: 0.06, 175: 0.11}",0.00182
2509,0.037,Rattachés et meulés,75.809,74.69,0.1,0.048530000000000004,EN 10270-3-1.4310,M,1473.0,0.010211,0.003,9.5,vd-288z,"{1: 3.02, 450: 0.43, 37: 1.0, 17: 1.28, 7: 2.52, 250: 0.5, 75: 0.86, 125: 0.57, 350: 0.46, 175: 0.54}",0.05147
2510,0.0091,Rattachés et meulés,29.397,0.7907,0.0197,0.0081,EN 10270-1,C,2534.0,0.005371000000000001,0.0009,3.5,d-143a,"{1: 2.63, 450: 0.08, 37: 0.43, 17: 0.7, 7: 1.57, 250: 0.13, 75: 0.25, 125: 0.19, 350: 0.1, 175: 0.14}",0.00454
2511,0.043,Rattachés et meulés,1361.957,226.0203,0.062299999999999994,0.04426,EN 10270-3-1.4310,AL,75496.0,0.0158,0.007,3.5,vd-389k,"{1: 12.3, 75: 2.82, 3: 6.56, 37: 2.9, 17: 3.38, 250: 2.65, 7: 4.84, 125: 2.77, 350: 2.57, 175: 2.71}",0.00684
2512,0.0144,Rattachés et meulés,635.78,41.8587,0.0583,0.04776,EN 10270-1,AA,60321.0,0.005758,0.0036,9.5,d-313q,"{1: 10.4, 75: 1.19, 3: 4.62, 37: 1.22, 17: 1.47, 250: 1.06, 7: 2.72, 125: 1.14, 350: 1.02, 175: 1.12}",0.0062
2513,0.0068,Rattachés et meulés,49.043,1.1398,0.01,0.00783,EN 10270-1,E,22600.0,0.0025,0.00125,3.5,d-200a-20,"{1: 2.68, 450: 0.16, 37: 0.52, 17: 0.83, 7: 1.64, 250: 0.24, 75: 0.36, 125: 0.31, 350: 0.22, 175: 0.27}",0.00217
2514,0.012,Rattachés et meulés,162.037,10.7661,0.0464,0.027399999999999997,EN 10270-3-1.4310,K,8528.0,0.004674,0.002,9.5,vd-257d,"{1: 2.88, 450: 0.31, 37: 0.82, 17: 1.09, 7: 2.18, 250: 0.36, 75: 0.67, 125: 0.44, 350: 0.33, 175: 0.39}",0.00722
2515,0.0208,Rattachés et meulés,3112.256,159.0265,0.07,0.06313,EN 10270-1,AG,453021.0,0.0105,0.007,6.0,d-389r-01,"{1: 11.4, 75: 1.93, 3: 5.61, 37: 2.03, 17: 2.4, 250: 1.79, 7: 3.82, 125: 1.86, 350: 1.73, 175: 1.83}",0.00275
2516,0.0112,Rattachés et meulés,11.772,0.6641,0.016,0.0050999999999999995,EN 10270-1,C,1080.0,0.005527,0.0008,2.75,d-117m-06,"{1: 2.63, 450: 0.08, 37: 0.43, 17: 0.7, 7: 1.57, 250: 0.13, 75: 0.25, 125: 0.19, 350: 0.1, 175: 0.14}",0.0081
2517,0.002,Rattachés,2.619,0.05,0.0166,0.006860000000000001,EN 10270-1,A,269.0,0.000864,0.00025,18.5,d-026a,"{1: 2.52, 450: 0.05, 37: 0.33, 17: 0.62, 7: 1.5, 250: 0.08, 75: 0.17, 125: 0.13, 350: 0.06, 175: 0.1}",0.0030499999999999998
2518,0.0177,Rattachés et meulés,189.381,13.6965,0.041100000000000005,0.02084,EN 10270-1,H,9348.0,0.007055,0.0023,5.5,d-263vb,"{1: 2.79, 450: 0.23, 37: 0.67, 17: 1.0, 7: 1.93, 250: 0.31, 75: 0.5, 125: 0.4, 350: 0.27, 175: 0.36}",0.009949999999999999
2519,0.025,Rattachés et meulés,395.436,72.3983,0.135,0.0627,EN 10270-1,N,5469.0,0.010544000000000001,0.0032,12.5,d-302,"{1: 3.1, 37: 1.09, 17: 1.36, 7: 2.6, 250: 0.54, 75: 0.93, 125: 0.65, 350: 0.52, 175: 0.59}",0.027350000000000003
2520,0.0085,Rattachés et meulés,111.058,8.3927,0.0677,0.04059,EN 10270-1,G,4097.0,0.003229,0.0015,20.5,d-207ko,"{1: 2.74, 450: 0.21, 37: 0.6, 17: 0.93, 7: 1.86, 250: 0.28, 75: 0.46, 125: 0.36, 350: 0.24, 175: 0.32}",0.01274
2521,0.0027,Rattachés et meulés,14.084,0.2172,0.02,0.01265,EN 10270-3-1.4310,F,1916.0,0.001345,0.0005,14.5,vd-085g,"{1: 2.7, 450: 0.19, 37: 0.55, 17: 0.89, 7: 1.73, 250: 0.28, 75: 0.42, 125: 0.34, 350: 0.24, 175: 0.32}",0.00173
2522,0.0063,Rattachés et meulés,13.203,0.2682,0.0115,0.0043,EN 10270-1,B,1834.0,0.003106,0.00063,3.5,d-096,"{1: 2.58, 450: 0.06, 37: 0.38, 17: 0.66, 7: 1.54, 250: 0.08, 75: 0.18, 125: 0.14, 350: 0.06, 175: 0.11}",0.0024700000000000004
2523,0.0162,Rattachés et meulés,519.013,65.3758,0.115,0.07884999999999999,EN 10270-3-1.4310,S,14357.0,0.006571,0.0033,17.0,vd-313a-11,"{1: 3.45, 75: 1.47, 17: 1.98, 37: 1.59, 7: 3.0}",0.00791
2524,0.009949999999999999,Rattachés et meulés,240.855,8.0782,0.025,0.02011,EN 10270-3-1.4310,L,49255.0,0.004118,0.00235,5.5,vd-263v-02,"{1: 2.96, 450: 0.36, 37: 0.93, 17: 1.23, 7: 2.31, 250: 0.43, 75: 0.82, 125: 0.51, 350: 0.4, 175: 0.48}",0.00262
2525,0.001,Rattachés,1.84,0.0043,0.002,0.0015400000000000001,EN 10270-3-1.4310,D,4000.0,0.000429,0.0002,3.5,vd-011r,"{1: 2.65, 450: 0.11, 37: 0.47, 17: 0.74, 7: 1.6, 250: 0.16, 75: 0.31, 125: 0.24, 350: 0.12, 175: 0.19}",0.00020999999999999998
2526,0.00237,Rattachés et meulés,24.259,0.1009,0.0047,0.0038799999999999998,EN 10270-3-1.4310,F,29584.0,0.001163,0.00063,3.5,vd-115a,"{1: 2.7, 450: 0.19, 37: 0.55, 17: 0.89, 7: 1.73, 250: 0.28, 75: 0.42, 125: 0.34, 350: 0.24, 175: 0.32}",0.00031
2527,0.008,Rattachés et meulés,5.661,0.2145,0.023399999999999997,0.004849999999999999,EN 10270-3-1.4310,F,305.0,0.006543,0.0005,3.5,vd-063j,"{1: 2.7, 450: 0.19, 37: 0.55, 17: 0.89, 7: 1.73, 250: 0.28, 75: 0.42, 125: 0.34, 350: 0.24, 175: 0.32}",0.00417
2528,0.029,Rattachés et meulés,954.763,226.2446,0.147,0.0958,EN 10270-1,AD,18648.0,0.010143000000000001,0.005,14.0,d-359a-06,"{1: 10.9, 75: 1.66, 3: 5.28, 37: 1.75, 17: 2.1, 250: 1.51, 7: 3.31, 125: 1.59, 350: 1.48, 175: 1.56}",0.02646
2529,0.02,Rattachés et meulés,836.094,65.5329,0.072,0.0502,EN 10270-1,AA,38353.0,0.008,0.004,8.5,d-337,"{1: 10.4, 75: 1.19, 3: 4.62, 37: 1.22, 17: 1.47, 250: 1.06, 7: 2.72, 125: 1.14, 350: 1.02, 175: 1.12}",0.0083
2530,0.0029500000000000004,Rattachés,1.413,0.0503,0.018,0.00526,EN 10270-3-1.4310,D,111.0,0.0014479999999999999,0.00025,12.0,vd-016e,"{1: 2.65, 450: 0.11, 37: 0.47, 17: 0.74, 7: 1.6, 250: 0.16, 75: 0.31, 125: 0.24, 350: 0.12, 175: 0.19}",0.00579
2531,0.007,Rattachés et meulés,111.205,6.2973,0.0522,0.036270000000000004,EN 10270-3-1.4310,K,6981.0,0.002741,0.0015,18.5,vd-207kv,"{1: 2.88, 450: 0.31, 37: 0.82, 17: 1.09, 7: 2.18, 250: 0.36, 75: 0.67, 125: 0.44, 350: 0.33, 175: 0.39}",0.0067800000000000004
2532,0.0148,Rattachés et meulés,36.916,3.6674,0.085,0.016800000000000002,EN 10270-1,D,541.0,0.009871000000000001,0.0011,8.5,d-179j-13,"{1: 2.65, 450: 0.11, 37: 0.47, 17: 0.74, 7: 1.6, 250: 0.16, 75: 0.31, 125: 0.24, 350: 0.12, 175: 0.19}",0.023399999999999997
2533,0.0085,Rattachés et meulés,95.673,5.4087,0.0425,0.025920000000000002,EN 10270-3-1.4310,K,5770.0,0.00328,0.0015,12.5,vd-207kl,"{1: 2.88, 450: 0.31, 37: 0.82, 17: 1.09, 7: 2.18, 250: 0.36, 75: 0.67, 125: 0.44, 350: 0.33, 175: 0.39}",0.0072699999999999996
2534,0.04,Rattachés et meulés,534.601,146.2788,0.08,0.045590000000000006,EN 10270-3-1.4310,AG,15536.0,0.013635999999999999,0.005,5.5,vd-350a,"{1: 11.4, 75: 1.93, 3: 5.61, 37: 2.03, 17: 2.4, 250: 1.79, 7: 3.82, 125: 1.86, 350: 1.73, 175: 1.83}",0.01676
2535,0.016,Rattachés et meulés,259.135,39.9829,0.13,0.07255,EN 10270-3-1.4310,M,4511.0,0.0068920000000000006,0.0025,18.5,vd-283,"{1: 3.02, 450: 0.43, 37: 1.0, 17: 1.28, 7: 2.52, 250: 0.5, 75: 0.86, 125: 0.57, 350: 0.46, 175: 0.54}",0.01483
2536,0.0063,Rattachés et meulés,57.145,4.7038,0.0515,0.03645,EN 10270-3-1.4310,K,3797.0,0.002233,0.00125,22.5,vd-205a,"{1: 2.88, 450: 0.31, 37: 0.82, 17: 1.09, 7: 2.18, 250: 0.36, 75: 0.67, 125: 0.44, 350: 0.33, 175: 0.39}",0.009460000000000001
2537,0.0112,Rattachés et meulés,85.255,3.1849,0.012,0.0092,EN 10270-1,F,30448.0,0.00408,0.0018,2.5,d-233t-12,"{1: 2.7, 450: 0.19, 37: 0.55, 17: 0.89, 7: 1.73, 250: 0.28, 75: 0.42, 125: 0.34, 350: 0.24, 175: 0.32}",0.0028
2538,0.0013,Rattachés,5.427,0.0223,0.003,0.0028399999999999996,EN 10270-1,B,33916.0,0.000571,0.0004,3.5,d-063h-01,"{1: 2.58, 450: 0.06, 37: 0.38, 17: 0.66, 7: 1.54, 250: 0.08, 75: 0.18, 125: 0.14, 350: 0.06, 175: 0.11}",0.00016
2539,0.125,Rattachés et meulés,2003.226,4997.8598,1.015,0.3045,EN 10270-1,BG,2819.0,0.054324,0.01,18.5,d-419,"{1: 48.0, 75: 28.7, 3: 39.1, 37: 29.6, 17: 32.0, 250: 26.8, 7: 35.1, 125: 28.1, 350: 26.1, 175: 27.1}",0.27876
2540,0.063,Rattachés et meulés,583.606,629.7303,0.585,0.161,EN 10270-1,AL,1376.0,0.031351,0.005,18.5,d-344,"{1: 12.3, 75: 2.82, 3: 6.56, 37: 2.9, 17: 3.38, 250: 2.65, 7: 4.84, 125: 2.77, 350: 2.57, 175: 2.71}",0.16140000000000002
2541,0.0072,Rattachés et meulés,34.762,2.4638,0.032,0.01934,EN 10270-3-1.4310,G,2746.0,0.002472,0.0011,12.5,vd-180-02,"{1: 2.74, 450: 0.21, 37: 0.6, 17: 0.93, 7: 1.86, 250: 0.28, 75: 0.46, 125: 0.36, 350: 0.24, 175: 0.32}",0.008150000000000001
2542,0.01,Rattachés et meulés,2.047,0.5266,0.017,0.00707,EN 10270-3-1.4310,G,206.0,0.0029820000000000003,0.0006,5.5,vd-090u-11,"{1: 2.74, 450: 0.21, 37: 0.6, 17: 0.93, 7: 1.86, 250: 0.28, 75: 0.46, 125: 0.36, 350: 0.24, 175: 0.32}",0.00993
2543,0.0365,Rattachés et meulés,569.021,151.3657,0.115,0.0587,EN 10270-1,AD,10107.0,0.013,0.0045,8.5,d-339n-05,"{1: 10.9, 75: 1.66, 3: 5.28, 37: 1.75, 17: 2.1, 250: 1.51, 7: 3.31, 125: 1.59, 350: 1.48, 175: 1.56}",0.0317
2544,0.0056,Rattachés,4.087,0.1835,0.030199999999999998,0.006809999999999999,EN 10270-1,B,175.0,0.003435,0.0004,8.5,d-042j-03,"{1: 2.58, 450: 0.06, 37: 0.38, 17: 0.66, 7: 1.54, 250: 0.08, 75: 0.18, 125: 0.14, 350: 0.06, 175: 0.11}",0.00738
2545,0.01,Rattachés et meulés,9.512,2.5589,0.066,0.023829999999999997,EN 10270-1,D,226.0,0.0035240000000000002,0.0008,18.5,d-121a,"{1: 2.65, 450: 0.11, 37: 0.47, 17: 0.74, 7: 1.6, 250: 0.16, 75: 0.31, 125: 0.24, 350: 0.12, 175: 0.19}",0.0421
2546,0.0158,Rattachés et meulés,29.743,2.4406,0.0315,0.00887,EN 10270-3-1.4310,H,1314.0,0.008657,0.0012,3.5,vd-180m-10,"{1: 2.79, 450: 0.23, 37: 0.67, 17: 1.0, 7: 1.93, 250: 0.31, 75: 0.5, 125: 0.4, 350: 0.27, 175: 0.36}",0.010289999999999999
2547,0.028,Rattachés et meulés,74.275,33.8587,0.182,0.04696,EN 10270-1,J,550.0,0.013333,0.002,13.5,d-234o,"{1: 2.82, 450: 0.28, 37: 0.77, 17: 1.03, 7: 2.1, 250: 0.32, 75: 0.62, 125: 0.43, 350: 0.31, 175: 0.37}",0.08793000000000001
2548,0.032299999999999995,Rattachés et meulés,1406.764,155.5375,0.051,0.04159,EN 10270-3-1.4310,AK,149497.0,0.012657,0.0067,3.5,vd-389a-02,"{1: 12.2, 75: 2.58, 3: 6.39, 37: 2.64, 17: 3.24, 250: 2.4, 7: 4.67, 125: 2.51, 350: 2.32, 175: 2.47}",0.00414
2549,0.063,Rattachés et meulés,"
",973.1638,0.1,"
",EN 10270-1,BE,241381.0,0.025143000000000002,0.012,3.5,d-548,"{1: 33.1, 75: 20.1, 3: 27.5, 37: 21.0, 17: 22.5, 250: 18.7, 7: 24.6, 125: 20.0, 350: 18.2, 175: 19.3}","
"
2550,0.0036,Rattachés et meulés,55.549,0.9953,0.02436,0.01835,EN 10270-1,C,9243.0,0.001514,0.0009,15.5,d-145d,"{1: 2.63, 450: 0.08, 37: 0.43, 17: 0.7, 7: 1.57, 250: 0.13, 75: 0.25, 125: 0.19, 350: 0.1, 175: 0.14}",0.00277
2551,0.04,Rattachés et meulés,758.42,399.8288,0.3,0.1358,EN 10270-3-1.4310,AL,4619.0,0.015946,0.005,18.5,vd-354,"{1: 12.3, 75: 2.82, 3: 6.56, 37: 2.9, 17: 3.38, 250: 2.65, 7: 4.84, 125: 2.77, 350: 2.57, 175: 2.71}",0.02969
2552,0.02,Rattachés et meulés,123.351,31.9863,0.2,0.088,EN 10270-1,J,1101.0,0.010702999999999999,0.002,18.5,d-244,"{1: 2.82, 450: 0.28, 37: 0.77, 17: 1.03, 7: 2.1, 250: 0.32, 75: 0.62, 125: 0.43, 350: 0.31, 175: 0.37}",0.05108
2553,0.0008,Rattachés,1.181,0.003,0.0022,0.0016200000000000001,EN 10270-3-1.4310,E,2036.0,0.00032700000000000003,0.00016,5.5,vd-2072,"{1: 2.68, 450: 0.16, 37: 0.52, 17: 0.83, 7: 1.64, 250: 0.24, 75: 0.36, 125: 0.31, 350: 0.22, 175: 0.27}",0.00026000000000000003
2554,0.012199999999999999,Rattachés et meulés,287.627,12.1258,0.025,0.02063,EN 10270-3-1.4310,P,65819.0,0.004933,0.0028,4.5,vd-288t-02,"{1: 3.26, 37: 1.23, 17: 1.58, 7: 2.79, 75: 1.09, 125: 0.85, 175: 0.78}",0.00277
2555,0.01,Rattachés et meulés,78.75,2.8524,0.0195,0.0115,EN 10270-3-1.4310,J,9844.0,0.004,0.0015,4.5,vd-207k-12,"{1: 2.82, 450: 0.28, 37: 0.77, 17: 1.03, 7: 2.1, 250: 0.32, 75: 0.62, 125: 0.43, 350: 0.31, 175: 0.37}",0.0040999999999999995
2556,0.0214,Rattachés et meulés,453.971,40.5696,0.0482,0.03155,EN 10270-3-1.4310,AD,27266.0,0.008109,0.0036,5.5,vd-313l,"{1: 10.9, 75: 1.66, 3: 5.28, 37: 1.75, 17: 2.1, 250: 1.51, 7: 3.31, 125: 1.59, 350: 1.48, 175: 1.56}",0.00545
2557,0.004,Rattachés,4.43,0.181,0.0241,0.00828,EN 10270-3-1.4310,E,280.0,0.001848,0.0004,12.5,vd-051,"{1: 2.68, 450: 0.16, 37: 0.52, 17: 0.83, 7: 1.64, 250: 0.24, 75: 0.36, 125: 0.31, 350: 0.22, 175: 0.27}",0.00637
2558,0.0358,Rattachés et meulés,102.035,59.1407,0.368,0.06393,EN 10270-1,L,336.0,0.023600000000000003,0.0022,15.5,d-263h,"{1: 2.96, 450: 0.36, 37: 0.93, 17: 1.23, 7: 2.31, 250: 0.43, 75: 0.82, 125: 0.51, 350: 0.4, 175: 0.48}",0.11055
2559,0.016,Rattachés et meulés,847.917,62.4123,0.077,0.060719999999999996,EN 10270-3-1.4310,AF,52083.0,0.006952,0.004,10.5,vd-339d-10,"{1: 11.3, 75: 1.86, 3: 5.54, 37: 1.93, 17: 2.31, 250: 1.72, 7: 3.57, 125: 1.81, 350: 1.67, 175: 1.78}",0.003
2560,0.0092,Rattachés et meulés,111.751,6.6858,0.032,0.02427,EN 10270-1,F,14457.0,0.003179,0.0018,9.5,d-234bb,"{1: 2.7, 450: 0.19, 37: 0.55, 17: 0.89, 7: 1.73, 250: 0.28, 75: 0.42, 125: 0.34, 350: 0.24, 175: 0.32}",0.00718
2561,0.0125,Rattachés et meulés,81.875,3.8398,0.035,0.01695,EN 10270-3-1.4310,K,4536.0,0.0067,0.0015,5.0,vd-207j-34,"{1: 2.88, 450: 0.31, 37: 0.82, 17: 1.09, 7: 2.18, 250: 0.36, 75: 0.67, 125: 0.44, 350: 0.33, 175: 0.39}",0.004719999999999999
2562,0.0135,Rattachés et meulés,18.036,11.2562,0.054,0.036969999999999996,EN 10270-3-1.4310,J,1059.0,0.003088,0.0015,17.0,vd-207j-25,"{1: 2.82, 450: 0.28, 37: 0.77, 17: 1.03, 7: 2.1, 250: 0.32, 75: 0.62, 125: 0.43, 350: 0.31, 175: 0.37}",0.01703
2563,0.0070999999999999995,Rattachés et meulés,31.387,1.8507,0.043,0.01863,EN 10270-1,C,1288.0,0.002903,0.0009,14.5,d-143l,"{1: 2.63, 450: 0.08, 37: 0.43, 17: 0.7, 7: 1.57, 250: 0.13, 75: 0.25, 125: 0.19, 350: 0.1, 175: 0.14}",0.01239
2564,0.025,Rattachés et meulés,514.888,127.994,0.072,0.061259999999999995,EN 10270-1,AC,47941.0,0.007882,0.005,8.5,d-361a,"{1: 10.7, 75: 1.51, 3: 5.06, 37: 1.59, 17: 1.92, 250: 1.39, 7: 3.1, 125: 1.45, 350: 1.36, 175: 1.43}",0.01074
2565,0.008,Rattachés et meulés,194.531,3.4327,0.0148,0.01231,EN 10270-3-1.4310,J,78125.0,0.003657,0.002,3.5,vd-263a,"{1: 2.82, 450: 0.28, 37: 0.77, 17: 1.03, 7: 2.1, 250: 0.32, 75: 0.62, 125: 0.43, 350: 0.31, 175: 0.37}",0.00122
2566,0.025,Rattachés et meulés,335.314,67.0445,0.034,0.031120000000000002,EN 10270-1,AB,116429.0,0.008286,0.005,3.5,d-359b,"{1: 10.5, 75: 1.31, 3: 4.88, 37: 1.35, 17: 1.62, 250: 1.19, 7: 2.93, 125: 1.24, 350: 1.16, 175: 1.22}",0.0028799999999999997
2567,0.0079,Rattachés et meulés,47.523,1.3983,0.0185,0.009859999999999999,EN 10270-1,D,5500.0,0.003164,0.0011,5.5,d-180-11,"{1: 2.65, 450: 0.11, 37: 0.47, 17: 0.74, 7: 1.6, 250: 0.16, 75: 0.31, 125: 0.24, 350: 0.12, 175: 0.19}",0.00478
2568,0.01,Rattachés et meulés,32.852,1.4628,0.0316,0.01095,EN 10270-3-1.4310,G,1591.0,0.005564,0.001,5.5,vd-152a,"{1: 2.74, 450: 0.21, 37: 0.6, 17: 0.93, 7: 1.86, 250: 0.28, 75: 0.46, 125: 0.36, 350: 0.24, 175: 0.32}",0.004889999999999999
2569,0.0635,Rattachés et meulés,253.471,363.6528,0.325,0.0989,EN 10270-3-1.4310,AL,1121.0,0.02564,0.0045,12.5,vd-339j-12,"{1: 12.3, 75: 2.82, 3: 6.56, 37: 2.9, 17: 3.38, 250: 2.65, 7: 4.84, 125: 2.77, 350: 2.57, 175: 2.71}",0.11946
2570,0.008,Rattachés et meulés,20.636,1.448,0.047,0.015349999999999999,EN 10270-1,C,652.0,0.003696,0.0008,12.5,d-126,"{1: 2.63, 450: 0.08, 37: 0.43, 17: 0.7, 7: 1.57, 250: 0.13, 75: 0.25, 125: 0.19, 350: 0.1, 175: 0.14}",0.01558
2571,0.016,Rattachés et meulés,258.684,14.6279,0.041,0.02395,EN 10270-3-1.4310,J,15172.0,0.007,0.0025,5.5,vd-280,"{1: 2.82, 450: 0.28, 37: 0.77, 17: 1.03, 7: 2.1, 250: 0.32, 75: 0.62, 125: 0.43, 350: 0.31, 175: 0.37}",0.00443
2572,0.014199999999999999,Rattachés et meulés,94.514,14.806,0.08,0.03728,EN 10270-3-1.4310,L,2212.0,0.005393,0.0018,14.5,vd-232s,"{1: 2.96, 450: 0.36, 37: 0.93, 17: 1.23, 7: 2.31, 250: 0.43, 75: 0.82, 125: 0.51, 350: 0.4, 175: 0.48}",0.020980000000000002
2573,0.005,Rattachés,4.465,0.1638,0.0247,0.00651,EN 10270-1,B,245.0,0.0027879999999999997,0.0004,8.5,d-045a,"{1: 2.58, 450: 0.06, 37: 0.38, 17: 0.66, 7: 1.54, 250: 0.08, 75: 0.18, 125: 0.14, 350: 0.06, 175: 0.11}",0.00592
2574,0.0048,Rattachés et meulés,7.6,0.1755,0.012,0.00474,EN 10270-1,B,1047.0,0.002091,0.0005,5.5,d-074c,"{1: 2.58, 450: 0.06, 37: 0.38, 17: 0.66, 7: 1.54, 250: 0.08, 75: 0.18, 125: 0.14, 350: 0.06, 175: 0.11}",0.00313
2575,0.0125,Rattachés et meulés,49.991,3.9998,0.0625,0.023649999999999997,EN 10270-3-1.4310,J,1287.0,0.007206000000000001,0.00125,8.5,vd-188,"{1: 2.82, 450: 0.28, 37: 0.77, 17: 1.03, 7: 2.1, 250: 0.32, 75: 0.62, 125: 0.43, 350: 0.31, 175: 0.37}",0.01014
2576,0.002,Rattachés et meulés,14.895,0.1121,0.0087,0.00663,EN 10270-3-1.4310,F,7196.0,0.0008629999999999999,0.0005,9.5,vd-090c,"{1: 2.7, 450: 0.19, 37: 0.55, 17: 0.89, 7: 1.73, 250: 0.28, 75: 0.42, 125: 0.34, 350: 0.24, 175: 0.32}",0.00075
2577,0.05,Rattachés et meulés,428.361,377.887,0.235,0.10282,EN 10270-3-1.4310,AH,3241.0,0.017037,0.005,13.5,vd-347a,"{1: 11.7, 75: 2.07, 3: 5.94, 37: 2.16, 17: 2.61, 250: 1.92, 7: 4.12, 125: 2.01, 350: 1.86, 175: 1.98}",0.06872
2578,0.0435,Rattachés et meulés,80.957,82.1904,0.33,0.0668,EN 10270-3-1.4310,P,308.0,0.024259,0.0025,13.5,vd-263v-22,"{1: 3.26, 37: 1.23, 17: 1.58, 7: 2.79, 75: 1.09, 125: 0.85, 175: 0.78}",0.14329
2579,0.073,Rattachés et meulés,1466.435,1412.3903,0.345,0.16044,EN 10270-1,AT,7946.0,0.024963000000000003,0.008,13.5,d-399d,"{1: 14.4, 75: 4.82, 3: 8.75, 37: 4.93, 17: 5.59, 250: 4.43, 7: 7.22, 125: 4.78, 350: 4.14, 175: 4.59}",0.0834
2580,0.098,Rattachés et meulés,"
",2064.2868,0.215,"
",EN 10270-1,BF,40809.0,0.036909,0.012,5.5,d-530,"{1: 37.6, 75: 23.3, 3: 32.3, 37: 24.0, 17: 26.7, 250: 22.2, 7: 29.1, 125: 23.2, 350: 21.6, 175: 22.7}","
"
2581,0.0214,Rattachés et meulés,403.179,48.6835,0.057,0.03818,EN 10270-3-1.4310,AD,21423.0,0.0076289999999999995,0.0036,7.0,vd-313l-02,"{1: 10.9, 75: 1.66, 3: 5.28, 37: 1.75, 17: 2.1, 250: 1.51, 7: 3.31, 125: 1.59, 350: 1.48, 175: 1.56}",0.008150000000000001
2582,0.018,Rattachés et meulés,112.28,18.2556,0.0775,0.03331,EN 10270-1,H,2541.0,0.006864,0.002,11.0,d-247d-08,"{1: 2.79, 450: 0.23, 37: 0.67, 17: 1.0, 7: 1.93, 250: 0.31, 75: 0.5, 125: 0.4, 350: 0.27, 175: 0.36}",0.02775
2583,0.091,Rattachés et meulés,1575.204,2515.8495,0.531,0.21051,EN 10270-3-1.4310,BG,4915.0,0.033677,0.009,15.5,vd-414h,"{1: 48.0, 75: 28.7, 3: 39.1, 37: 29.6, 17: 32.0, 250: 26.8, 7: 35.1, 125: 28.1, 350: 26.1, 175: 27.1}",0.05636
2584,0.072,Rattachés et meulés,804.647,306.5466,0.11,0.0445,EN 10270-1,AH,12285.0,0.029629000000000003,0.0063,3.5,d-369c,"{1: 11.7, 75: 2.07, 3: 5.94, 37: 2.16, 17: 2.61, 250: 1.92, 7: 4.12, 125: 2.01, 350: 1.86, 175: 1.98}",0.035
2585,0.032,Rattachés et meulés,502.562,104.8527,0.12,0.05751,EN 10270-3-1.4310,AE,8042.0,0.013647,0.004,8.5,vd-327,"{1: 11.1, 75: 1.8, 3: 5.46, 37: 1.86, 17: 2.25, 250: 1.65, 7: 3.49, 125: 1.74, 350: 1.6, 175: 1.7}",0.011349999999999999
2586,0.0016,Rattachés,2.48,0.0107,0.003,0.00196,EN 10270-3-1.4310,D,2384.0,0.000679,0.00025,3.5,vd-026g,"{1: 2.65, 450: 0.11, 37: 0.47, 17: 0.74, 7: 1.6, 250: 0.16, 75: 0.31, 125: 0.24, 350: 0.12, 175: 0.19}",0.00043
2587,0.0074,Rattachés et meulés,128.391,10.7149,0.076,0.05496,EN 10270-1,J,6102.0,0.0027559999999999998,0.0016,27.0,d-232a-08,"{1: 2.82, 450: 0.28, 37: 0.77, 17: 1.03, 7: 2.1, 250: 0.32, 75: 0.62, 125: 0.43, 350: 0.31, 175: 0.37}",0.0124
2588,0.0028,Rattachés,6.938,0.1267,0.015,0.0077,EN 10270-1,B,950.0,0.0011200000000000001,0.0004,12.5,d-057c,"{1: 2.58, 450: 0.06, 37: 0.38, 17: 0.66, 7: 1.54, 250: 0.08, 75: 0.18, 125: 0.14, 350: 0.06, 175: 0.11}",0.00266
2589,0.032,Rattachés et meulés,252.976,156.58,0.28,0.10540000000000001,EN 10270-1,Q,1449.0,0.012302,0.0032,22.5,d-298a,"{1: 3.31, 37: 1.39, 17: 1.75, 7: 2.84, 75: 1.29, 125: 0.98, 175: 0.92}",0.1007
2590,0.08,Rattachés et meulés,2952.783,2262.4458,0.37,0.1845,EN 10270-1,BB,15918.0,0.0288,0.01,12.5,d-428,"{1: 24.2, 75: 13.9, 3: 19.3, 37: 14.3, 17: 16.1, 250: 13.0, 7: 17.4, 125: 13.7, 350: 12.2, 175: 13.4}",0.07281
