,D,Fdn,Fndyn,Gew,L0,Lndyn,Mat,PG,R,S,d,n,name,prices,shdyn
2419,0.00445,Rattachés et meulés,9.435,0.3807,0.023,0.01002,EN 10270-3-1.4310,F,727.0,0.001796,0.00055,12.5,vd-090m-01,"{1: 2.7, 450: 0.19, 37: 0.55, 17: 0.89, 7: 1.73, 250: 0.28, 75: 0.42, 125: 0.34, 350: 0.24, 175: 0.32}",0.00598
2420,0.03,Rattachés et meulés,208.127,107.9538,0.229,0.08231999999999999,EN 10270-3-1.4310,R,1419.0,0.012216,0.003,18.5,vd-288z-24,"{1: 3.38, 37: 1.47, 17: 1.9, 7: 2.92, 75: 1.39, 125: 1.09, 175: 0.99}",0.05773
2421,0.0072,Rattachés et meulés,72.319,5.0919,0.044,0.03075,EN 10270-3-1.4310,H,5458.0,0.0025819999999999997,0.0014,16.5,vd-207d-05,"{1: 2.79, 450: 0.23, 37: 0.67, 17: 1.0, 7: 1.93, 250: 0.31, 75: 0.5, 125: 0.4, 350: 0.27, 175: 0.36}",0.00799
2422,0.068,Rattachés et meulés,"
",2005.3072,0.22,"
",EN 10270-1,BF,79040.0,0.024471,0.012,8.5,d-542,"{1: 37.6, 75: 23.3, 3: 32.3, 37: 24.0, 17: 26.7, 250: 22.2, 7: 29.1, 125: 23.2, 350: 21.6, 175: 22.7}","
"
2423,0.0029,Rattachés,0.371,0.0204,0.0075,0.00297,EN 10270-3-1.4310,D,82.0,0.001,0.0002,7.0,vd-001,"{1: 2.65, 450: 0.11, 37: 0.47, 17: 0.74, 7: 1.6, 250: 0.16, 75: 0.31, 125: 0.24, 350: 0.12, 175: 0.19}",0.00453
2424,0.0012,Rattachés,1.027,0.0033,0.0022,0.00127,EN 10270-1,C,1104.0,0.000514,0.00016,3.5,d-2061,"{1: 2.63, 450: 0.08, 37: 0.43, 17: 0.7, 7: 1.57, 250: 0.13, 75: 0.25, 125: 0.19, 350: 0.1, 175: 0.14}",0.00035
2425,0.0066,Rattachés,3.445,0.0978,0.0155,0.0033399999999999997,EN 10270-3-1.4310,E,283.0,0.005354,0.0004,2.75,vd-042f-09,"{1: 2.68, 450: 0.16, 37: 0.52, 17: 0.83, 7: 1.64, 250: 0.24, 75: 0.36, 125: 0.31, 350: 0.22, 175: 0.27}",0.0025499999999999997
2426,0.0109,Rattachés et meulés,46.252,2.9582,0.0559,0.01775,EN 10270-1,D,1212.0,0.005768,0.0011,9.5,d-179m,"{1: 2.65, 450: 0.11, 37: 0.47, 17: 0.74, 7: 1.6, 250: 0.16, 75: 0.31, 125: 0.24, 350: 0.12, 175: 0.19}",0.013730000000000001
2427,0.0077,Rattachés et meulés,31.154,1.1263,0.018,0.00906,EN 10270-3-1.4310,G,3485.0,0.003091,0.001,5.5,vd-165c,"{1: 2.74, 450: 0.21, 37: 0.6, 17: 0.93, 7: 1.86, 250: 0.28, 75: 0.46, 125: 0.36, 350: 0.24, 175: 0.32}",0.0045899999999999995
2428,0.05,Rattachés et meulés,621.25,353.5072,0.28,0.1025,EN 10270-3-1.4310,AK,3500.0,0.022,0.005,12.5,vd-348,"{1: 12.2, 75: 2.58, 3: 6.39, 37: 2.64, 17: 3.24, 250: 2.4, 7: 4.67, 125: 2.51, 350: 2.32, 175: 2.47}",0.03251
2429,0.025,Rattachés et meulés,434.636,91.4243,0.05,0.04317,EN 10270-3-1.4310,AE,63636.0,0.008182,0.005,5.5,vd-360a,"{1: 11.1, 75: 1.8, 3: 5.46, 37: 1.86, 17: 2.25, 250: 1.65, 7: 3.49, 125: 1.74, 350: 1.6, 175: 1.7}",0.00683
2430,0.0125,Rattachés et meulés,69.533,6.5533,0.038,0.02071,EN 10270-1,F,4022.0000000000005,0.004282,0.0016,8.5,d-219a,"{1: 2.7, 450: 0.19, 37: 0.55, 17: 0.89, 7: 1.73, 250: 0.28, 75: 0.42, 125: 0.34, 350: 0.24, 175: 0.32}",0.01411
2431,0.004,Rattachés et meulés,66.958,1.3653,0.0269,0.02038,EN 10270-1,C,10270.0,0.001671,0.001,15.5,d-179d,"{1: 2.63, 450: 0.08, 37: 0.43, 17: 0.7, 7: 1.57, 250: 0.13, 75: 0.25, 125: 0.19, 350: 0.1, 175: 0.14}",0.00314
2432,0.011,Rattachés et meulés,213.679,14.1598,0.068,0.0427,EN 10270-1,H,8446.0,0.004552,0.002,14.5,d-257e-11,"{1: 2.79, 450: 0.23, 37: 0.67, 17: 1.0, 7: 1.93, 250: 0.31, 75: 0.5, 125: 0.4, 350: 0.27, 175: 0.36}",0.010320000000000001
2433,0.0505,Rattachés et meulés,863.27,321.7812,0.175,0.07363,EN 10270-1,AK,8516.0,0.019261,0.0055,8.5,d-364j-04,"{1: 12.2, 75: 2.58, 3: 6.39, 37: 2.64, 17: 3.24, 250: 2.4, 7: 4.67, 125: 2.51, 350: 2.32, 175: 2.47}",0.0429
2434,0.01,Rattachés et meulés,2.14,0.7372,0.0263,0.01026,EN 10270-3-1.4310,G,133.0,0.003024,0.0006,8.5,vd-090u-12,"{1: 2.74, 450: 0.21, 37: 0.6, 17: 0.93, 7: 1.86, 250: 0.28, 75: 0.46, 125: 0.36, 350: 0.24, 175: 0.32}",0.01604
2435,0.014,Rattachés et meulés,397.349,50.3784,0.101,0.07254000000000001,EN 10270-3-1.4310,P,13962.0,0.005297,0.003,18.5,vd-288z-64,"{1: 3.26, 37: 1.23, 17: 1.58, 7: 2.79, 75: 1.09, 125: 0.85, 175: 0.78}",0.01028
2436,0.072,Rattachés et meulés,800.689,236.8769,0.075,0.033100000000000004,EN 10270-1,AG,19110.0,0.030533,0.0063,2.25,d-369b,"{1: 11.4, 75: 1.93, 3: 5.61, 37: 2.03, 17: 2.4, 250: 1.79, 7: 3.82, 125: 1.86, 350: 1.73, 175: 1.83}",0.0225
2437,0.045,Rattachés et meulés,254.24,146.2788,0.07,0.046700000000000005,EN 10270-3-1.4310,AH,10912.0,0.011818,0.005,5.5,vd-349a-04,"{1: 11.7, 75: 2.07, 3: 5.94, 37: 2.16, 17: 2.61, 250: 1.92, 7: 4.12, 125: 2.01, 350: 1.86, 175: 1.98}",0.023
2438,0.013800000000000002,Rattachés et meulés,38.083,6.7827,0.115,0.0295,EN 10270-3-1.4310,H,445.0,0.007342,0.0012,15.5,vd-180m-25,"{1: 2.79, 450: 0.23, 37: 0.67, 17: 1.0, 7: 1.93, 250: 0.31, 75: 0.5, 125: 0.4, 350: 0.27, 175: 0.36}",0.0296
2439,0.0179,Rattachés et meulés,29.505,3.1683,0.07629999999999999,0.013900000000000001,EN 10270-1,D,473.0,0.013673,0.0011,5.5,d-179g,"{1: 2.65, 450: 0.11, 37: 0.47, 17: 0.74, 7: 1.6, 250: 0.16, 75: 0.31, 125: 0.24, 350: 0.12, 175: 0.19}",0.022609999999999998
2440,0.004,Rattachés,2.682,0.0359,0.007,0.00232,EN 10270-3-1.4310,D,573.0,0.00248,0.00032,2.5,vd-027b,"{1: 2.65, 450: 0.11, 37: 0.47, 17: 0.74, 7: 1.6, 250: 0.16, 75: 0.31, 125: 0.24, 350: 0.12, 175: 0.19}",0.00125
2441,0.032,Rattachés et meulés,580.538,104.8527,0.12,0.058,EN 10270-1,AB,9364.0,0.013647,0.004,8.5,d-327,"{1: 10.5, 75: 1.31, 3: 4.88, 37: 1.35, 17: 1.62, 250: 1.19, 7: 2.93, 125: 1.24, 350: 1.16, 175: 1.22}",0.023289999999999998
2442,0.0070999999999999995,Rattachés et meulés,10.388,0.9839,0.0325,0.0135,EN 10270-1,C,547.0,0.0025440000000000003,0.0007,12.5,d-115h-12,"{1: 2.63, 450: 0.08, 37: 0.43, 17: 0.7, 7: 1.57, 250: 0.13, 75: 0.25, 125: 0.19, 350: 0.1, 175: 0.14}",0.013470000000000001
2443,0.0032,Rattachés,5.147,0.1049,0.012199999999999999,0.0058,EN 10270-3-1.4310,E,804.0,0.0013180000000000002,0.0004,8.5,vd-055,"{1: 2.68, 450: 0.16, 37: 0.52, 17: 0.83, 7: 1.64, 250: 0.24, 75: 0.36, 125: 0.31, 350: 0.22, 175: 0.27}",0.00282
2444,0.0091,Rattachés et meulés,26.383,1.6533,0.048,0.015099999999999999,EN 10270-3-1.4310,G,802.0,0.004958000000000001,0.0009,9.5,vd-143c,"{1: 2.74, 450: 0.21, 37: 0.6, 17: 0.93, 7: 1.86, 250: 0.28, 75: 0.46, 125: 0.36, 350: 0.24, 175: 0.32}",0.00786
2445,0.0125,Rattachés et meulés,58.228,12.7945,0.078,0.04131,EN 10270-3-1.4310,L,1587.0,0.00413,0.0016,18.5,vd-221a,"{1: 2.96, 450: 0.36, 37: 0.93, 17: 1.23, 7: 2.31, 250: 0.43, 75: 0.82, 125: 0.51, 350: 0.4, 175: 0.48}",0.023739999999999997
2446,0.0063,Rattachés et meulés,42.405,1.7817,0.0305,0.01749,EN 10270-1,C,3259.0,0.0023599999999999997,0.001,12.5,d-170,"{1: 2.63, 450: 0.08, 37: 0.43, 17: 0.7, 7: 1.57, 250: 0.13, 75: 0.25, 125: 0.19, 350: 0.1, 175: 0.14}",0.0077
2447,0.0032,Rattachés,6.344,0.0549,0.006,0.00321,EN 10270-1,B,2274.0,0.0014290000000000001,0.0004,3.5,d-053a,"{1: 2.58, 450: 0.06, 37: 0.38, 17: 0.66, 7: 1.54, 250: 0.08, 75: 0.18, 125: 0.14, 350: 0.06, 175: 0.11}",0.00098
2448,0.024,Rattachés et meulés,258.157,44.2347,0.0818,0.039,EN 10270-3-1.4310,P,6032.0,0.009271000000000001,0.003,8.5,vd-288z-43,"{1: 3.26, 37: 1.23, 17: 1.58, 7: 2.79, 75: 1.09, 125: 0.85, 175: 0.78}",0.01587
2449,0.008,Rattachés et meulés,20.114,0.4381,0.0105,0.00433,EN 10270-1,C,3260.0,0.0038799999999999998,0.0008,2.5,d-122c,"{1: 2.63, 450: 0.08, 37: 0.43, 17: 0.7, 7: 1.57, 250: 0.13, 75: 0.25, 125: 0.19, 350: 0.1, 175: 0.14}",0.0028
2450,0.01,Rattachés et meulés,30.323,2.0479,0.039,0.013699999999999999,EN 10270-1,C,1199.0,0.004471,0.001,8.5,d-153,"{1: 2.63, 450: 0.08, 37: 0.43, 17: 0.7, 7: 1.57, 250: 0.13, 75: 0.25, 125: 0.19, 350: 0.1, 175: 0.14}",0.013800000000000002
2451,0.0066,Rattachés,4.159,0.1339,0.0252,0.00457,EN 10270-1,B,202.0,0.005378,0.0004,4.5,d-042g,"{1: 2.58, 450: 0.06, 37: 0.38, 17: 0.66, 7: 1.54, 250: 0.08, 75: 0.18, 125: 0.14, 350: 0.06, 175: 0.11}",0.00452
2452,0.028,Rattachés et meulés,258.423,53.0817,0.053899999999999997,0.032670000000000005,EN 10270-3-1.4310,AD,12173.0,0.009145,0.0036,5.5,vd-313j-02,"{1: 10.9, 75: 1.66, 3: 5.28, 37: 1.75, 17: 2.1, 250: 1.51, 7: 3.31, 125: 1.59, 350: 1.48, 175: 1.56}",0.01433
2453,0.08,Rattachés et meulés,750.573,897.9647,0.49,0.1415,EN 10270-3-1.4310,AT,2154.0,0.038696,0.0063,12.5,vd-368,"{1: 14.4, 75: 4.82, 3: 8.75, 37: 4.93, 17: 5.59, 250: 4.43, 7: 7.22, 125: 4.78, 350: 4.14, 175: 4.59}",0.0704
2454,0.0505,Rattachés et meulés,349.884,1385.447,0.605,0.38989999999999997,EN 10270-1,AM,1627.0,0.013472,0.0055,44.5,d-364j-05,"{1: 12.6, 75: 3.06, 3: 6.96, 37: 3.13, 17: 3.68, 250: 2.83, 7: 5.15, 125: 2.99, 350: 2.77, 175: 2.93}",0.21509999999999999
2455,0.014199999999999999,Rattachés et meulés,99.331,16.6007,0.093,0.041909999999999996,EN 10270-3-1.4310,L,1944.0,0.005527,0.0018,16.5,vd-232t,"{1: 2.96, 450: 0.36, 37: 0.93, 17: 1.23, 7: 2.31, 250: 0.43, 75: 0.82, 125: 0.51, 350: 0.4, 175: 0.48}",0.023870000000000002
2456,0.0128,Rattachés et meulés,226.292,6.6457,0.0208,0.01384,EN 10270-1,G,32512.999999999996,0.005314,0.0022,3.5,d-263n,"{1: 2.74, 450: 0.21, 37: 0.6, 17: 0.93, 7: 1.86, 250: 0.28, 75: 0.46, 125: 0.36, 350: 0.24, 175: 0.32}",0.00307
2457,0.0455,Rattachés et meulés,440.154,188.6887,0.16,0.06178,EN 10270-3-1.4310,AG,4481.0,0.018294,0.0045,8.5,vd-339l-10,"{1: 11.4, 75: 1.93, 3: 5.61, 37: 2.03, 17: 2.4, 250: 1.79, 7: 3.82, 125: 1.86, 350: 1.73, 175: 1.83}",0.027829999999999997
2458,0.0112,Rattachés et meulés,25.639,16.9861,0.06,0.052590000000000005,EN 10270-1,G,3460.0,0.002645,0.0018,22.0,d-233a-01,"{1: 2.74, 450: 0.21, 37: 0.6, 17: 0.93, 7: 1.86, 250: 0.28, 75: 0.46, 125: 0.36, 350: 0.24, 175: 0.32}",0.00741
2459,0.032,Rattachés et meulés,75.645,28.7097,0.205,0.0368,EN 10270-3-1.4310,N,450.0,0.021367999999999998,0.002,9.5,vd-234j,"{1: 3.1, 37: 1.09, 17: 1.36, 7: 2.6, 250: 0.54, 75: 0.93, 125: 0.65, 350: 0.52, 175: 0.59}",0.05123
2460,0.023,Rattachés et meulés,751.331,362.4594,0.505,0.335,EN 10270-1,AK,4420.0,0.01033,0.004,48.5,d-334a-10,"{1: 12.2, 75: 2.58, 3: 6.39, 37: 2.64, 17: 3.24, 250: 2.4, 7: 4.67, 125: 2.51, 350: 2.32, 175: 2.47}",0.06494
2461,0.016,Rattachés et meulés,77.576,8.3882,0.0775,0.0304,EN 10270-3-1.4310,K,1647.0,0.008929,0.0016,8.5,vd-215,"{1: 2.88, 450: 0.31, 37: 0.82, 17: 1.09, 7: 2.18, 250: 0.36, 75: 0.67, 125: 0.44, 350: 0.33, 175: 0.39}",0.012410000000000001
2462,0.004,Rattachés et meulés,15.456,0.3251,0.014,0.0079,EN 10270-3-1.4310,F,2534.0,0.001573,0.00063,8.5,vd-108,"{1: 2.7, 450: 0.19, 37: 0.55, 17: 0.89, 7: 1.73, 250: 0.28, 75: 0.42, 125: 0.34, 350: 0.24, 175: 0.32}",0.00267
2463,0.004,Rattachés,4.17,0.0687,0.0075,0.00333,EN 10270-3-1.4310,E,1000.0,0.001857,0.0004,3.5,vd-048,"{1: 2.68, 450: 0.16, 37: 0.52, 17: 0.83, 7: 1.64, 250: 0.24, 75: 0.36, 125: 0.31, 350: 0.22, 175: 0.27}",0.00191
2464,0.0645,Rattachés et meulés,493.918,399.5716,0.22,0.0793,EN 10270-3-1.4310,AO,3510.0,0.025235,0.0055,8.5,vd-364e-14,"{1: 13.0, 75: 3.45, 3: 7.32, 37: 3.54, 17: 4.15, 250: 3.23, 7: 5.61, 125: 3.38, 350: 3.12, 175: 3.32}",0.0571
2465,0.03,Rattachés et meulés,242.319,107.9538,0.229,0.08231999999999999,EN 10270-1,O,1652.0,0.012216,0.003,18.5,d-288z-24,"{1: 3.16, 37: 1.16, 17: 1.42, 7: 2.67, 250: 0.64, 75: 1.03, 125: 0.75, 175: 0.7}",0.07497
2466,0.005,Rattachés et meulés,9.596,1.6247,0.048,0.02973,EN 10270-3-1.4310,F,525.0,0.001478,0.0007,32.0,vd-117,"{1: 2.7, 450: 0.19, 37: 0.55, 17: 0.89, 7: 1.73, 250: 0.28, 75: 0.42, 125: 0.34, 350: 0.24, 175: 0.32}",0.0182
2467,0.0066,Rattachés,3.504,0.0772,0.0105,0.00263,EN 10270-3-1.4310,E,445.0,0.005378,0.0004,1.75,vd-042f-08,"{1: 2.68, 450: 0.16, 37: 0.52, 17: 0.83, 7: 1.64, 250: 0.24, 75: 0.36, 125: 0.31, 350: 0.22, 175: 0.27}",0.0016
2468,0.034,Rattachés et meulés,3260.853,679.0458,0.2,0.157,EN 10270-1,AR,75834.0,0.013714,0.008,14.0,d-414ae,"{1: 13.8, 75: 4.27, 3: 8.17, 37: 4.34, 17: 5.06, 250: 3.91, 7: 6.45, 125: 4.22, 350: 3.76, 175: 4.11}",0.01642
2469,0.002,Rattachés,1.174,0.0117,0.005900000000000001,0.00221,EN 10270-3-1.4310,D,318.0,0.000982,0.0002,5.5,vd-008a,"{1: 2.65, 450: 0.11, 37: 0.47, 17: 0.74, 7: 1.6, 250: 0.16, 75: 0.31, 125: 0.24, 350: 0.12, 175: 0.19}",0.0013
2470,0.0063,Rattachés et meulés,21.159,1.6121,0.048,0.02069,EN 10270-3-1.4310,H,775.0,0.0025510000000000003,0.0008,18.5,vd-132,"{1: 2.79, 450: 0.23, 37: 0.67, 17: 1.0, 7: 1.93, 250: 0.31, 75: 0.5, 125: 0.4, 350: 0.27, 175: 0.36}",0.01295
2471,0.0016,Rattachés,1.455,0.0069,0.0031,0.00161,EN 10270-3-1.4310,D,977.0,0.000743,0.0002,3.5,vd-011g,"{1: 2.65, 450: 0.11, 37: 0.47, 17: 0.74, 7: 1.6, 250: 0.16, 75: 0.31, 125: 0.24, 350: 0.12, 175: 0.19}",0.00049
2472,0.0012,Rattachés,2.769,0.011,0.0033,0.0025299999999999997,EN 10270-3-1.4310,D,3596.0,0.000486,0.00025,5.5,vd-026n,"{1: 2.65, 450: 0.11, 37: 0.47, 17: 0.74, 7: 1.6, 250: 0.16, 75: 0.31, 125: 0.24, 350: 0.12, 175: 0.19}",0.0004
2473,0.0088,Rattachés et meulés,232.422,6.2303,0.023,0.01875,EN 10270-3-1.4310,K,54688.0,0.003782,0.0022,5.5,vd-263s,"{1: 2.88, 450: 0.31, 37: 0.82, 17: 1.09, 7: 2.18, 250: 0.36, 75: 0.67, 125: 0.44, 350: 0.33, 175: 0.39}",0.0020499999999999997
2474,0.01,Rattachés et meulés,8.17,2.5589,0.066,0.023829999999999997,EN 10270-3-1.4310,G,194.0,0.0035240000000000002,0.0008,18.5,vd-121a,"{1: 2.74, 450: 0.21, 37: 0.6, 17: 0.93, 7: 1.86, 250: 0.28, 75: 0.46, 125: 0.36, 350: 0.24, 175: 0.32}",0.03423
2475,0.0099,Rattachés et meulés,100.423,7.4146,0.051,0.02891,EN 10270-3-1.4310,L,4546.0,0.0038,0.0016,13.0,vd-227a-06,"{1: 2.96, 450: 0.36, 37: 0.93, 17: 1.23, 7: 2.31, 250: 0.43, 75: 0.82, 125: 0.51, 350: 0.4, 175: 0.48}",0.00956
2476,0.016,Rattachés et meulés,21.576,2.3405,0.0681,0.01255,EN 10270-3-1.4310,H,388.0,0.012199999999999999,0.001,5.5,vd-145f,"{1: 2.79, 450: 0.23, 37: 0.67, 17: 1.0, 7: 1.93, 250: 0.31, 75: 0.5, 125: 0.4, 350: 0.27, 175: 0.36}",0.01397
2477,0.125,Rattachés et meulés,1695.36,1340.8892,0.205,0.07255,EN 10270-3-1.4310,AZ,12800.0,0.055714,0.01,3.5,vd-415,"{1: 16.4, 75: 7.06, 3: 11.2, 37: 7.2, 17: 8.29, 250: 6.51, 7: 9.46, 125: 6.94, 350: 6.25, 175: 6.75}",0.01979
2478,0.025,Rattachés et meulés,201.713,44.1884,0.165,0.066,EN 10270-1,J,2037.9999999999998,0.013,0.0025,12.5,d-272,"{1: 2.82, 450: 0.28, 37: 0.77, 17: 1.03, 7: 2.1, 250: 0.32, 75: 0.62, 125: 0.43, 350: 0.31, 175: 0.37}",0.036770000000000004
2479,0.02,Rattachés et meulés,52.938,20.4712,0.165,0.04765,EN 10270-1,J,451.0,0.008832000000000001,0.0016,18.5,d-211a,"{1: 2.82, 450: 0.28, 37: 0.77, 17: 1.03, 7: 2.1, 250: 0.32, 75: 0.62, 125: 0.43, 350: 0.31, 175: 0.37}",0.07762000000000001
2480,0.024,Rattachés et meulés,258.678,31.5962,0.0551,0.027350000000000003,EN 10270-3-1.4310,O,9322.0,0.009473,0.003,5.5,vd-288z-42,"{1: 3.16, 37: 1.16, 17: 1.42, 7: 2.67, 250: 0.64, 75: 1.03, 125: 0.75, 175: 0.7}",0.01024
2481,0.008,Rattachés et meulés,52.552,1.8285,0.017,0.01105,EN 10270-1,E,8832.0,0.002864,0.00125,5.5,d-196a,"{1: 2.68, 450: 0.16, 37: 0.52, 17: 0.83, 7: 1.64, 250: 0.24, 75: 0.36, 125: 0.31, 350: 0.22, 175: 0.27}",0.00464
2482,0.0425,Rattachés et meulés,836.733,106.5672,0.045,0.026949999999999998,EN 10270-3-1.4310,AF,46356.0,0.017556000000000002,0.0055,2.25,vd-364j-20,"{1: 11.3, 75: 1.86, 3: 5.54, 37: 1.93, 17: 2.31, 250: 1.72, 7: 3.57, 125: 1.81, 350: 1.67, 175: 1.78}",0.0045
2483,0.0364,Rattachés et meulés,375.886,69.0062,0.0928,0.03453,EN 10270-1,AB,6451.0,0.016218,0.0036,5.5,d-313g,"{1: 10.5, 75: 1.31, 3: 4.88, 37: 1.35, 17: 1.62, 250: 1.19, 7: 2.93, 125: 1.24, 350: 1.16, 175: 1.22}",0.023989999999999997
2484,0.0044,Rattachés et meulés,79.98,1.8172,0.0295,0.022420000000000002,EN 10270-1,D,11297.0,0.001832,0.0011,15.5,d-180h,"{1: 2.65, 450: 0.11, 37: 0.47, 17: 0.74, 7: 1.6, 250: 0.16, 75: 0.31, 125: 0.24, 350: 0.12, 175: 0.19}",0.00342
2485,0.0029500000000000004,Rattachés,1.629,0.0557,0.02,0.005809999999999999,EN 10270-1,C,115.0,0.001435,0.00025,13.5,d-016f,"{1: 2.63, 450: 0.08, 37: 0.43, 17: 0.7, 7: 1.57, 250: 0.13, 75: 0.25, 125: 0.19, 350: 0.1, 175: 0.14}",0.0059900000000000005
2486,0.055,Rattachés et meulés,492.641,201.1334,0.12,0.0492,EN 10270-1,AG,6958.0,0.020909,0.005,5.5,d-344a-14,"{1: 11.4, 75: 1.93, 3: 5.61, 37: 2.03, 17: 2.4, 250: 1.79, 7: 3.82, 125: 1.86, 350: 1.73, 175: 1.83}",0.045200000000000004
2487,0.0032,Rattachés,5.449,0.0549,0.006,0.00321,EN 10270-3-1.4310,E,1953.0,0.0014290000000000001,0.0004,3.5,vd-053a,"{1: 2.68, 450: 0.16, 37: 0.52, 17: 0.83, 7: 1.64, 250: 0.24, 75: 0.36, 125: 0.31, 350: 0.22, 175: 0.27}",0.00108
2488,0.00845,Rattachés et meulés,7.021,0.8724,0.0992,0.0172,EN 10270-3-1.4310,F,86.0,0.006365,0.00055,15.5,vd-090h,"{1: 2.7, 450: 0.19, 37: 0.55, 17: 0.89, 7: 1.73, 250: 0.28, 75: 0.42, 125: 0.34, 350: 0.24, 175: 0.32}",0.019
2489,0.032299999999999995,Rattachés et meulés,1855.753,162.6073,0.064,0.0507,EN 10270-3-1.4310,AK,139530.0,0.01528,0.0067,3.75,vd-389a-03,"{1: 12.2, 75: 2.58, 3: 6.39, 37: 2.64, 17: 3.24, 250: 2.4, 7: 4.67, 125: 2.51, 350: 2.32, 175: 2.47}",0.00275
2490,0.00975,Rattachés et meulés,68.507,3.1199,0.04,0.0183,EN 10270-1,G,3157.0,0.0045590000000000006,0.00125,8.5,d-195a-10,"{1: 2.74, 450: 0.21, 37: 0.6, 17: 0.93, 7: 1.86, 250: 0.28, 75: 0.46, 125: 0.36, 350: 0.24, 175: 0.32}",0.00819
2491,0.01,Rattachés et meulés,16.391,2.5589,0.0965,0.023829999999999997,EN 10270-1,C,226.0,0.005173,0.0008,18.5,d-122,"{1: 2.63, 450: 0.08, 37: 0.43, 17: 0.7, 7: 1.57, 250: 0.13, 75: 0.25, 125: 0.19, 350: 0.1, 175: 0.14}",0.037770000000000005
2492,0.0155,Rattachés et meulés,265.844,55.7383,0.181,0.10135,EN 10270-3-1.4310,L,3338.0,0.006490999999999999,0.0025,27.5,vd-283a-07,"{1: 2.96, 450: 0.36, 37: 0.93, 17: 1.23, 7: 2.31, 250: 0.43, 75: 0.82, 125: 0.51, 350: 0.4, 175: 0.48}",0.020579999999999998
2493,0.0175,Rattachés et meulés,1204.647,51.8376,0.05,0.0415,EN 10270-1,AC,141723.0,0.008272999999999999,0.0045,5.5,d-339t-10,"{1: 10.7, 75: 1.51, 3: 5.06, 37: 1.59, 17: 1.92, 250: 1.39, 7: 3.1, 125: 1.45, 350: 1.36, 175: 1.43}",0.00337
2494,0.0044,Rattachés,0.335,0.0402,0.008,0.0034100000000000003,EN 10270-3-1.4310,D,73.0,0.001341,0.00025,5.5,vd-011x,"{1: 2.65, 450: 0.11, 37: 0.47, 17: 0.74, 7: 1.6, 250: 0.16, 75: 0.31, 125: 0.24, 350: 0.12, 175: 0.19}",0.0045899999999999995
2495,0.005,Rattachés et meulés,13.215,0.7935,0.0385,0.016329999999999997,EN 10270-3-1.4310,G,596.0,0.002047,0.00063,18.5,vd-105,"{1: 2.74, 450: 0.21, 37: 0.6, 17: 0.93, 7: 1.86, 250: 0.28, 75: 0.46, 125: 0.36, 350: 0.24, 175: 0.32}",0.00919
2496,0.00825,Rattachés et meulés,70.717,2.6399,0.034,0.0182,EN 10270-3-1.4310,L,4476.0,0.003853,0.00125,8.5,vd-195a-20,"{1: 2.96, 450: 0.36, 37: 0.93, 17: 1.23, 7: 2.31, 250: 0.43, 75: 0.82, 125: 0.51, 350: 0.4, 175: 0.48}",0.0041600000000000005
2497,0.004,Rattachés,2.85,0.1638,0.0416,0.01001,EN 10270-1,B,90.0,0.002205,0.00032,18.5,d-032,"{1: 2.58, 450: 0.06, 37: 0.38, 17: 0.66, 7: 1.54, 250: 0.08, 75: 0.18, 125: 0.14, 350: 0.06, 175: 0.11}",0.01025
2498,0.008,Rattachés et meulés,51.407,9.7862,0.0655,0.05663,EN 10270-1,H,5796.0,0.0028399999999999996,0.0016,22.5,d-232a,"{1: 2.79, 450: 0.23, 37: 0.67, 17: 1.0, 7: 1.93, 250: 0.31, 75: 0.5, 125: 0.4, 350: 0.27, 175: 0.36}",0.00887
2499,0.034,Rattachés et meulés,19.272,21.6346,0.26,0.04625,EN 10270-3-1.4310,L,90.0,0.02068,0.0015,12.5,vd-207jd,"{1: 2.96, 450: 0.36, 37: 0.93, 17: 1.23, 7: 2.31, 250: 0.43, 75: 0.82, 125: 0.51, 350: 0.4, 175: 0.48}",0.13337000000000002
2500,0.025,Rattachés et meulés,1099.189,249.893,0.18,0.12190000000000001,EN 10270-3-1.4310,AJ,18919.0,0.009459,0.005,18.5,vd-364,"{1: 11.9, 75: 2.4, 3: 6.21, 37: 2.45, 17: 2.88, 250: 2.22, 7: 4.3, 125: 2.32, 350: 2.16, 175: 2.29}",0.01053
2501,0.004,Rattachés et meulés,6.823,0.4778,0.031,0.01557,EN 10270-1,B,442.0,0.001356,0.0005,22.5,d-080a,"{1: 2.58, 450: 0.06, 37: 0.38, 17: 0.66, 7: 1.54, 250: 0.08, 75: 0.18, 125: 0.14, 350: 0.06, 175: 0.11}",0.01026
2502,0.001,Rattachés,0.296,0.0028,0.0063,0.00207,EN 10270-3-1.4310,E,70.0,0.000484,0.0001,12.5,vd-2008,"{1: 2.68, 450: 0.16, 37: 0.52, 17: 0.83, 7: 1.64, 250: 0.24, 75: 0.36, 125: 0.31, 350: 0.22, 175: 0.27}",0.00146
2503,0.0218,Rattachés et meulés,137.663,36.0131,0.159,0.05115,EN 10270-3-1.4310,L,1276.0,0.010116,0.0022,15.5,vd-263m,"{1: 2.96, 450: 0.36, 37: 0.93, 17: 1.23, 7: 2.31, 250: 0.43, 75: 0.82, 125: 0.51, 350: 0.4, 175: 0.48}",0.03617
2504,0.0085,Rattachés et meulés,126.994,8.3927,0.075,0.044,EN 10270-1,H,4097.0,0.003585,0.0015,20.5,d-207kp,"{1: 2.79, 450: 0.23, 37: 0.67, 17: 1.0, 7: 1.93, 250: 0.31, 75: 0.5, 125: 0.4, 350: 0.27, 175: 0.36}",0.01115
