,d,D,B,rsmin,serie
2358,1.4000000000000001,2.7,0.75,0.019,23
2359,1.4000000000000001,2.7,0.975,0.019,33
2360,1.5,2.89,0.0,0.0,83
2361,1.5,2.89,0.45,0.019,03
2362,1.5,2.89,0.615,0.019,13
2363,1.5,2.89,0.8,0.019,23
2364,1.5,2.89,1.03,0.019,33
2365,1.6,3.0700000000000003,0.0,0.0,83
2366,1.6,3.0700000000000003,0.47500000000000003,0.019,03
2367,1.6,3.0700000000000003,0.65,0.019,13
2368,1.6,3.0700000000000003,0.85,0.019,23
2369,1.6,3.0700000000000003,1.09,0.019,33
2370,1.7,3.25,0.0,0.0,83
2371,1.7,3.25,0.5,0.019,03
2372,1.7,3.25,0.6900000000000001,0.019,13
2373,1.7,3.25,0.9,0.019,23
2374,1.7,3.25,1.1500000000000001,0.019,33
2375,1.8,3.43,0.0,0.0,83
2376,1.8,3.43,0.515,0.019,03
2377,1.8,3.43,0.71,0.019,13
2378,1.8,3.43,0.925,0.019,23
2379,1.8,3.43,1.22,0.019,33
2380,1.9000000000000001,3.61,0.0,0.0,83
2381,1.9000000000000001,3.61,0.545,0.019,03
2382,1.9000000000000001,3.61,0.75,0.019,13
2383,1.9000000000000001,3.61,0.975,0.019,23
2384,1.9000000000000001,3.61,1.28,0.019,33
2385,2.0,3.8000000000000003,0.0,0.0,83
2386,2.0,3.8000000000000003,0.58,0.019,03
2387,2.0,3.8000000000000003,0.8,0.019,13
2388,2.0,3.8000000000000003,1.03,0.019,23
2389,2.0,3.8000000000000003,1.36,0.019,33
2390,2.12,4.01,0.0,0.0,83
2391,2.12,4.01,0.6,0.019,03
2392,2.12,4.01,0.8250000000000001,0.019,13
2393,2.12,4.01,1.09,0.019,23
2394,2.12,4.01,1.4000000000000001,0.019,33
2395,2.24,4.23,0.0,0.0,83
2396,2.24,4.23,0.63,0.019,03
2397,2.24,4.23,0.875,0.019,13
2398,2.24,4.23,1.1500000000000001,0.019,23
2399,2.24,4.23,1.5,0.019,33
2400,2.36,4.44,0.0,0.0,83
2401,2.36,4.44,0.67,0.019,03
2402,2.36,4.44,0.925,0.019,13
2403,2.36,4.44,1.18,0.019,23
2404,2.36,4.44,1.55,0.019,33
2405,2.5,4.7,0.0,0.0,83
2406,2.5,4.7,0.71,0.019,03
2407,2.5,4.7,0.975,0.019,13
2408,2.5,4.7,1.28,0.019,23
2409,2.5,4.7,1.6500000000000001,0.019,33
2410,2.65,4.96,0.0,0.0,83
2411,2.65,4.96,0.73,0.019,03
2412,2.65,4.96,1.03,0.019,13
2413,2.65,4.96,1.32,0.019,23
2414,2.65,4.96,1.75,0.019,33
2415,0.008,0.03,0.01,0.0006,04
2416,0.008,0.03,0.014,0.0006,24
2417,0.009000000000000001,0.032,0.011,0.0006,04
2418,0.009000000000000001,0.032,0.015,0.0006,24
2419,0.01,0.037,0.012,0.0006,04
2420,0.01,0.037,0.016,0.0006,24
2421,0.012,0.042,0.013000000000000001,0.001,04
2422,0.012,0.042,0.019,0.001,24
2423,0.015,0.052000000000000005,0.015,0.0011,04
2424,0.015,0.052000000000000005,0.024,0.0011,24
2425,0.017,0.062,0.017,0.0011,04
2426,0.017,0.062,0.029,0.0011,24
2427,0.02,0.07200000000000001,0.019,0.0011,04
2428,0.02,0.07200000000000001,0.033,0.0011,24
2429,0.025,0.08,0.021,0.0015,04
2430,0.025,0.08,0.036000000000000004,0.0015,24
2431,0.03,0.09,0.023,0.0015,04
2432,0.03,0.09,0.04,0.0015,24
2433,0.035,0.1,0.025,0.0015,04
2434,0.035,0.1,0.043000000000000003,0.0015,24
2435,0.04,0.11,0.027,0.002,04
2436,0.04,0.11,0.046,0.002,24
2437,0.045,0.12,0.029,0.002,04
2438,0.045,0.12,0.05,0.002,24
2439,0.05,0.13,0.031,0.0021000000000000003,04
2440,0.05,0.13,0.053,0.0021000000000000003,24
2441,0.055,0.14,0.033,0.0021000000000000003,04
2442,0.055,0.14,0.057,0.0021000000000000003,24
2443,0.06,0.15,0.035,0.0021000000000000003,04
2444,0.06,0.15,0.06,0.0021000000000000003,24
2445,0.065,0.16,0.037,0.0021000000000000003,04
2446,0.065,0.16,0.064,0.0021000000000000003,24
2447,0.07,0.18,0.042,0.003,04
2448,0.07,0.18,0.074,0.003,24
2449,0.075,0.19,0.045,0.003,04
2450,0.075,0.19,0.077,0.003,24
2451,0.08,0.2,0.048,0.003,04
2452,0.08,0.2,0.08,0.003,24
2453,0.085,0.21,0.052000000000000005,0.004,04
2454,0.085,0.21,0.08600000000000001,0.004,24
2455,0.09,0.225,0.054,0.004,04
2456,0.09,0.225,0.09,0.004,24
2457,0.095,0.24,0.055,0.004,04
2458,0.095,0.24,0.095,0.004,24
2459,0.1,0.25,0.058,0.004,04
2460,0.1,0.25,0.098,0.004,24
2461,0.105,0.26,0.06,0.004,04
2462,0.105,0.26,0.1,0.004,24
2463,0.11,0.28,0.065,0.004,04
2464,0.11,0.28,0.108,0.004,24
2465,0.12,0.31,0.07200000000000001,0.005,04
2466,0.12,0.31,0.11800000000000001,0.005,24
2467,0.13,0.34,0.078,0.005,04
2468,0.13,0.34,0.128,0.005,24
2469,0.14,0.36,0.082,0.005,04
2470,0.14,0.36,0.132,0.005,24
2471,0.15,0.38,0.085,0.005,04
2472,0.15,0.38,0.138,0.005,24
2473,0.16,0.4,0.088,0.005,04
2474,0.16,0.4,0.14200000000000002,0.005,24
2475,0.17,0.42,0.092,0.005,04
2476,0.17,0.42,0.145,0.005,24
2477,0.18,0.44,0.095,0.006,04
2478,0.18,0.44,0.15,0.006,24
2479,0.19,0.46,0.098,0.006,04
2480,0.19,0.46,0.155,0.006,24
2481,0.2,0.48,0.10200000000000001,0.006,04
2482,0.2,0.48,0.16,0.006,24
2483,0.22,0.54,0.115,0.006,04
2484,0.22,0.54,0.18,0.006,24
2485,0.24,0.58,0.122,0.006,04
2486,0.24,0.58,0.19,0.006,24
2487,0.26,0.62,0.132,0.0075,04
2488,0.26,0.62,0.20600000000000002,0.0075,24
2489,0.28,0.67,0.14,0.0075,04
2490,0.28,0.67,0.224,0.0075,24
2491,0.3,0.71,0.15,0.0075,04
2492,0.3,0.71,0.23600000000000002,0.0075,24
2493,0.32,0.75,0.155,0.0095,04
2494,0.32,0.75,0.25,0.0095,24
2495,0.34,0.8,0.165,0.0095,04
2496,0.34,0.8,0.265,0.0095,24
2497,0.36,0.85,0.18,0.0095,04
2498,0.36,0.85,0.28,0.0095,24
2499,0.38,0.9,0.19,0.0095,04
2500,0.38,0.9,0.3,0.0095,24
2501,0.4,0.9500000000000001,0.2,0.012,04
2502,0.4,0.9500000000000001,0.315,0.012,24
2503,0.42,0.98,0.20600000000000002,0.012,04
2504,0.42,0.98,0.325,0.012,24
2505,0.44,1.03,0.212,0.012,04
2506,0.44,1.03,0.335,0.012,24
2507,0.46,1.06,0.218,0.012,04
2508,0.46,1.06,0.34500000000000003,0.012,24
2509,0.48,1.12,0.23,0.015,04
2510,0.48,1.12,0.365,0.015,24
2511,0.5,1.1500000000000001,0.23600000000000002,0.015,04
2512,0.5,1.1500000000000001,0.375,0.015,24
2513,0.53,1.22,0.25,0.015,04
2514,0.53,1.22,0.4,0.015,24
2515,0.56,1.28,0.258,0.015,04
2516,0.56,1.28,0.41200000000000003,0.015,24
2517,0.6,1.36,0.272,0.015,04
2518,0.6,1.36,0.438,0.015,24
2519,0.63,1.42,0.28,0.015,04
2520,0.63,1.42,0.45,0.015,24
2521,0.67,1.5,0.29,0.015,04
2522,0.67,1.5,0.47500000000000003,0.015,24
2523,0.71,1.6500000000000001,0.3,0.019,04
2524,0.71,1.6500000000000001,0.545,0.019,24
2525,0.75,1.74,0.315,0.019,04
2526,0.75,1.74,0.56,0.019,24
2527,0.8,1.85,0.335,0.019,04
2528,0.8,1.85,0.6,0.019,24
2529,0.85,1.96,0.355,0.019,04
2530,0.85,1.96,0.63,0.019,24
2531,0.9,2.07,0.375,0.019,04
2532,0.9,2.07,0.67,0.019,24
2533,0.9500000000000001,2.18,0.4,0.019,04
2534,0.9500000000000001,2.18,0.71,0.019,24
2535,1.0,2.2800000000000002,0.41200000000000003,0.019,04
2536,1.0,2.2800000000000002,0.73,0.019,24
2537,1.06,2.41,0.437,0.019,04
2538,1.06,2.41,0.775,0.019,24
2539,1.12,2.54,0.45,0.019,04
2540,1.12,2.54,0.8250000000000001,0.019,24
2541,1.18,2.67,0.47500000000000003,0.019,04
2542,1.18,2.67,0.85,0.019,24
2543,1.25,2.82,0.5,0.019,04
2544,1.25,2.82,0.9,0.019,24
2545,1.32,2.97,0.53,0.019,04
2546,1.32,2.97,0.9500000000000001,0.019,24
2547,1.4000000000000001,3.14,0.56,0.019,04
2548,1.4000000000000001,3.14,1.0,0.019,24
2549,1.5,3.35,0.6,0.019,04
2550,1.5,3.35,1.06,0.019,24
2551,1.6,3.56,0.63,0.019,04
2552,1.6,3.56,1.12,0.019,24
2553,1.7,3.77,0.67,0.019,04
2554,1.7,3.77,1.18,0.019,24
2555,1.8,3.98,0.6900000000000001,0.019,04
2556,1.8,3.98,1.25,0.019,24
2557,1.9000000000000001,4.19,0.73,0.019,04
2558,1.9000000000000001,4.19,1.32,0.019,24
2559,2.0,4.39,0.775,0.019,04
2560,2.0,4.39,1.36,0.019,24
2561,2.12,4.64,0.8,0.019,04
2562,2.12,4.64,1.45,0.019,24
2563,2.24,4.89,0.85,0.019,04
2564,2.24,4.89,1.5,0.019,24
2565,0.0006,0.002,0.0008,5e-05,17
2566,0.0006,0.002,0.0,5e-05,27
2567,0.0006,0.002,0.0,5e-05,37
2568,0.0006,0.002,0.0,5e-05,47
2569,0.001,0.0025,0.001,5e-05,17
2570,0.001,0.0025,0.0,5e-05,27
2571,0.001,0.0025,0.0,5e-05,37
2572,0.001,0.0025,0.0,5e-05,47
2573,0.0015,0.003,0.001,5e-05,17
2574,0.0015,0.003,0.0,5e-05,27
2575,0.0015,0.003,0.0018000000000000002,5e-05,37
2576,0.0015,0.003,0.0,5e-05,47
2577,0.002,0.004,0.0012,5e-05,17
2578,0.002,0.004,0.0,5e-05,27
2579,0.002,0.004,0.002,5e-05,37
2580,0.002,0.004,0.0,5e-05,47
2581,0.0025,0.005,0.0015,8e-05,17
2582,0.0025,0.005,0.0018000000000000002,8e-05,27
2583,0.0025,0.005,0.0023,8e-05,37
2584,0.0025,0.005,0.0,8e-05,47
2585,0.003,0.006,0.002,8e-05,17
2586,0.003,0.006,0.0025,8e-05,27
2587,0.003,0.006,0.003,8e-05,37
2588,0.003,0.006,0.0,8e-05,47
2589,0.004,0.007,0.002,8e-05,17
2590,0.004,0.007,0.0025,8e-05,27
2591,0.004,0.007,0.003,8e-05,37
2592,0.004,0.007,0.0,8e-05,47
2593,0.005,0.008,0.002,8e-05,17
2594,0.005,0.008,0.0025,8e-05,27
2595,0.005,0.008,0.003,8e-05,37
2596,0.005,0.008,0.0,8e-05,47
2597,0.006,0.01,0.0025,0.0001,17
2598,0.006,0.01,0.003,0.0001,27
2599,0.006,0.01,0.0035,0.0001,37
2600,0.006,0.01,0.0,0.0001,47
2601,0.007,0.011,0.0025,0.0001,17
2602,0.007,0.011,0.003,0.0001,27
2603,0.007,0.011,0.0035,0.0001,37
2604,0.007,0.011,0.0,0.0001,47
2605,0.008,0.012,0.0025,0.0001,17
2606,0.008,0.012,0.0,0.0001,27
2607,0.008,0.012,0.0035,0.0001,37
2608,0.008,0.012,0.0,0.0001,47
2609,0.009000000000000001,0.014,0.003,0.0001,17
2610,0.009000000000000001,0.014,0.0,0.0001,27
2611,0.009000000000000001,0.014,0.0045000000000000005,0.0001,37
2612,0.009000000000000001,0.014,0.0,0.0001,47
2613,0.01,0.015,0.003,0.0001,17
2614,0.01,0.015,0.0,0.0001,27
2615,0.01,0.015,0.0045000000000000005,0.0001,37
2616,0.01,0.015,0.0,0.0001,47
2617,0.012,0.018000000000000002,0.004,0.0002,17
2618,0.012,0.018000000000000002,0.004,0.0002,27
2619,0.012,0.018000000000000002,0.005,0.0002,37
2620,0.012,0.018000000000000002,0.0,0.0002,47
2621,0.015,0.021,0.004,0.0002,17
2622,0.015,0.021,0.0,0.0002,27
2623,0.015,0.021,0.005,0.0002,37
2624,0.015,0.021,0.0,0.0002,47
2625,0.017,0.023,0.004,0.0002,17
2626,0.017,0.023,0.0,0.0002,27
2627,0.017,0.023,0.005,0.0002,37
2628,0.017,0.023,0.0,0.0002,47
2629,0.02,0.027,0.004,0.0002,17
2630,0.02,0.027,0.0,0.0002,27
2631,0.02,0.027,0.005,0.0002,37
2632,0.02,0.027,0.007,0.0002,47
2633,0.022,0.03,0.004,0.0002,17
2634,0.022,0.03,0.0,0.0002,27
2635,0.022,0.03,0.005,0.0002,37
2636,0.022,0.03,0.007,0.0002,47
2637,0.025,0.032,0.004,0.0002,17
2638,0.025,0.032,0.0,0.0002,27
2639,0.025,0.032,0.005,0.0002,37
2640,0.025,0.032,0.007,0.0002,47
2641,0.028,0.035,0.004,0.0002,17
2642,0.028,0.035,0.0,0.0002,27
2643,0.028,0.035,0.005,0.0002,37
2644,0.028,0.035,0.007,0.0002,47
2645,0.03,0.037,0.004,0.0002,17
2646,0.03,0.037,0.0,0.0002,27
2647,0.03,0.037,0.005,0.0002,37
2648,0.03,0.037,0.007,0.0002,47
2649,0.032,0.04,0.004,0.0002,17
2650,0.032,0.04,0.0,0.0002,27
2651,0.032,0.04,0.006,0.0002,37
2652,0.032,0.04,0.008,0.0002,47
2653,0.035,0.044,0.005,0.0003,17
2654,0.035,0.044,0.0,0.0003,27
2655,0.035,0.044,0.007,0.0003,37
2656,0.035,0.044,0.009000000000000001,0.0003,47
2657,0.04,0.05,0.006,0.0003,17
2658,0.04,0.05,0.0,0.0003,27
2659,0.04,0.05,0.008,0.0003,37
2660,0.04,0.05,0.01,0.0003,47
2661,0.045,0.055,0.006,0.0003,17
2662,0.045,0.055,0.0,0.0003,27
2663,0.045,0.055,0.008,0.0003,37
2664,0.045,0.055,0.01,0.0003,47
2665,0.05,0.062,0.006,0.0003,17
2666,0.05,0.062,0.0,0.0003,27
2667,0.05,0.062,0.01,0.0003,37
2668,0.05,0.062,0.012,0.0003,47
2669,0.055,0.068,0.007,0.0003,17
2670,0.055,0.068,0.0,0.0003,27
2671,0.055,0.068,0.01,0.0003,37
2672,0.055,0.068,0.013000000000000001,0.0003,47
2673,0.06,0.075,0.007,0.0003,17
2674,0.06,0.075,0.0,0.0003,27
2675,0.06,0.075,0.012,0.0003,37
2676,0.06,0.075,0.015,0.0003,47
2677,0.065,0.08,0.007,0.0003,17
2678,0.065,0.08,0.0,0.0003,27
2679,0.065,0.08,0.012,0.0003,37
2680,0.065,0.08,0.015,0.0003,47
2681,0.07,0.085,0.007,0.0003,17
2682,0.07,0.085,0.0,0.0003,27
2683,0.07,0.085,0.012,0.0003,37
2684,0.07,0.085,0.015,0.0003,47
2685,0.075,0.09,0.007,0.0003,17
2686,0.075,0.09,0.0,0.0003,27
2687,0.075,0.09,0.012,0.0003,37
2688,0.075,0.09,0.015,0.0003,47
2689,0.08,0.095,0.007,0.0003,17
2690,0.08,0.095,0.0,0.0003,27
2691,0.08,0.095,0.012,0.0003,37
2692,0.08,0.095,0.015,0.0003,47
2693,0.085,0.105,0.01,0.0006,17
2694,0.085,0.105,0.0,0.0006,27
2695,0.085,0.105,0.015,0.0006,37
2696,0.085,0.105,0.0,0.0006,47
2697,0.09,0.11,0.01,0.0006,17
2698,0.09,0.11,0.0,0.0006,27
2699,0.09,0.11,0.015,0.0006,37
2700,0.09,0.11,0.0,0.0006,47
2701,0.095,0.115,0.01,0.0006,17
2702,0.095,0.115,0.0,0.0006,27
2703,0.095,0.115,0.015,0.0006,37
2704,0.095,0.115,0.0,0.0006,47
2705,0.1,0.12,0.01,0.0006,17
2706,0.1,0.12,0.0,0.0006,27
2707,0.1,0.12,0.015,0.0006,37
2708,0.1,0.12,0.0,0.0006,47
2709,0.105,0.125,0.01,0.0006,17
2710,0.105,0.125,0.0,0.0006,27
2711,0.105,0.125,0.015,0.0006,37
2712,0.105,0.125,0.0,0.0006,47
2713,0.11,0.135,0.013000000000000001,0.001,17
2714,0.11,0.135,0.0,0.001,27
2715,0.11,0.135,0.019,0.001,37
2716,0.11,0.135,0.0,0.001,47
2717,0.12,0.145,0.013000000000000001,0.001,17
2718,0.12,0.145,0.0,0.001,27
2719,0.12,0.145,0.019,0.001,37
2720,0.12,0.145,0.0,0.001,47
2721,0.13,0.16,0.016,0.001,17
2722,0.13,0.16,0.0,0.001,27
2723,0.13,0.16,0.023,0.001,37
2724,0.13,0.16,0.0,0.001,47
2725,0.14,0.17,0.016,0.001,17
2726,0.14,0.17,0.0,0.001,27
2727,0.14,0.17,0.023,0.001,37
2728,0.14,0.17,0.0,0.001,47
2729,0.15,0.18,0.016,0.001,17
2730,0.15,0.18,0.0,0.001,27
2731,0.15,0.18,0.023,0.001,37
2732,0.15,0.18,0.0,0.001,47
2733,0.16,0.19,0.016,0.001,17
2734,0.16,0.19,0.0,0.001,27
2735,0.16,0.19,0.023,0.001,37
2736,0.16,0.19,0.0,0.001,47
2737,0.17,0.2,0.016,0.001,17
2738,0.17,0.2,0.0,0.001,27
2739,0.17,0.2,0.023,0.001,37
2740,0.17,0.2,0.0,0.001,47
2741,0.18,0.215,0.018000000000000002,0.0011,17
2742,0.18,0.215,0.0,0.0011,27
2743,0.18,0.215,0.026000000000000002,0.0011,37
2744,0.18,0.215,0.0,0.0011,47
2745,0.19,0.23,0.02,0.0011,17
2746,0.19,0.23,0.0,0.0011,27
2747,0.19,0.23,0.03,0.0011,37
2748,0.19,0.23,0.0,0.0011,47
2749,0.2,0.24,0.02,0.0011,17
2750,0.2,0.24,0.0,0.0011,27
2751,0.2,0.24,0.03,0.0011,37
2752,0.2,0.24,0.0,0.0011,47
2753,0.0006,0.0025,0.0,0.0,08
2754,0.0006,0.0025,0.001,5e-05,18
2755,0.0006,0.0025,0.0,5e-05,28
2756,0.0006,0.0025,0.0014,5e-05,38
2757,0.0006,0.0025,0.0,5e-05,48
2758,0.0006,0.0025,0.0,5e-05,58
2759,0.0006,0.0025,0.0,5e-05,68
2760,0.001,0.003,0.0,0.0,08
2761,0.001,0.003,0.001,5e-05,18
2762,0.001,0.003,0.0,5e-05,28
2763,0.001,0.003,0.0015,5e-05,38
2764,0.001,0.003,0.0,5e-05,48
2765,0.001,0.003,0.0,5e-05,58
2766,0.001,0.003,0.0,5e-05,68
2767,0.0015,0.004,0.0,0.0,08
2768,0.0015,0.004,0.0012,5e-05,18
2769,0.0015,0.004,0.0,5e-05,28
2770,0.0015,0.004,0.002,5e-05,38
2771,0.0015,0.004,0.0,5e-05,48
2772,0.0015,0.004,0.0,5e-05,58
2773,0.0015,0.004,0.0,5e-05,68
2774,0.002,0.005,0.0,0.0,08
2775,0.002,0.005,0.0015,8e-05,18
2776,0.002,0.005,0.0,8e-05,28
2777,0.002,0.005,0.0023,8e-05,38
2778,0.002,0.005,0.0,8e-05,48
2779,0.002,0.005,0.0,8e-05,58
2780,0.002,0.005,0.0,8e-05,68
2781,0.0025,0.006,0.0,0.0,08
2782,0.0025,0.006,0.0018000000000000002,8e-05,18
2783,0.0025,0.006,0.0,8e-05,28
2784,0.0025,0.006,0.0026000000000000003,8e-05,38
2785,0.0025,0.006,0.0,8e-05,48
2786,0.0025,0.006,0.0,8e-05,58
2787,0.0025,0.006,0.0,8e-05,68
2788,0.003,0.007,0.0,0.0,08
2789,0.003,0.007,0.002,0.0001,18
2790,0.003,0.007,0.0,0.0001,28
2791,0.003,0.007,0.003,0.0001,38
2792,0.003,0.007,0.0,0.0001,48
2793,0.003,0.007,0.0,0.0001,58
2794,0.003,0.007,0.0,0.0001,68
2795,0.004,0.009000000000000001,0.0,0.0,08
2796,0.004,0.009000000000000001,0.0025,0.0001,18
2797,0.004,0.009000000000000001,0.0035,0.0001,28
2798,0.004,0.009000000000000001,0.004,0.0001,38
2799,0.004,0.009000000000000001,0.0,0.0001,48
2800,0.004,0.009000000000000001,0.0,0.0001,58
2801,0.004,0.009000000000000001,0.0,0.0001,68
2802,0.005,0.011,0.0,0.0,08
2803,0.005,0.011,0.003,0.00015,18
2804,0.005,0.011,0.004,0.00015,28
2805,0.005,0.011,0.005,0.00015,38
2806,0.005,0.011,0.0,0.00015,48
2807,0.005,0.011,0.0,0.00015,58
2808,0.005,0.011,0.0,0.00015,68
2809,0.006,0.013000000000000001,0.0,0.0,08
2810,0.006,0.013000000000000001,0.0035,0.00015,18
2811,0.006,0.013000000000000001,0.005,0.00015,28
2812,0.006,0.013000000000000001,0.006,0.00015,38
2813,0.006,0.013000000000000001,0.0,0.00015,48
2814,0.006,0.013000000000000001,0.0,0.00015,58
2815,0.006,0.013000000000000001,0.0,0.00015,68
2816,0.007,0.014,0.0,0.0,08
2817,0.007,0.014,0.0035,0.00015,18
2818,0.007,0.014,0.005,0.00015,28
2819,0.007,0.014,0.006,0.00015,38
2820,0.007,0.014,0.0,0.00015,48
2821,0.007,0.014,0.0,0.00015,58
2822,0.007,0.014,0.0,0.00015,68
2823,0.008,0.016,0.0,0.0,08
2824,0.008,0.016,0.004,0.0002,18
2825,0.008,0.016,0.005,0.0002,28
2826,0.008,0.016,0.006,0.0002,38
2827,0.008,0.016,0.008,0.0002,48
2828,0.008,0.016,0.0,0.0002,58
2829,0.008,0.016,0.0,0.0002,68
2830,0.009000000000000001,0.017,0.0,0.0,08
2831,0.009000000000000001,0.017,0.004,0.0002,18
2832,0.009000000000000001,0.017,0.005,0.0002,28
2833,0.009000000000000001,0.017,0.006,0.0002,38
2834,0.009000000000000001,0.017,0.008,0.0002,48
2835,0.009000000000000001,0.017,0.0,0.0002,58
2836,0.009000000000000001,0.017,0.0,0.0002,68
2837,0.01,0.019,0.0,0.0,08
2838,0.01,0.019,0.005,0.0003,18
2839,0.01,0.019,0.006,0.0003,28
2840,0.01,0.019,0.007,0.0003,38
2841,0.01,0.019,0.009000000000000001,0.0003,48
2842,0.01,0.019,0.0,0.0003,58
2843,0.01,0.019,0.0,0.0003,68
2844,0.012,0.021,0.0,0.0,08
2845,0.012,0.021,0.005,0.0003,18
2846,0.012,0.021,0.006,0.0003,28
2847,0.012,0.021,0.007,0.0003,38
2848,0.012,0.021,0.009000000000000001,0.0003,48
2849,0.012,0.021,0.0,0.0003,58
2850,0.012,0.021,0.0,0.0003,68
2851,0.015,0.024,0.0,0.0,08
2852,0.015,0.024,0.005,0.0003,18
2853,0.015,0.024,0.006,0.0003,28
2854,0.015,0.024,0.007,0.0003,38
2855,0.015,0.024,0.009000000000000001,0.0003,48
2856,0.015,0.024,0.0,0.0003,58
2857,0.015,0.024,0.0,0.0003,68
2858,0.017,0.026000000000000002,0.0,0.0,08
2859,0.017,0.026000000000000002,0.005,0.0003,18
2860,0.017,0.026000000000000002,0.006,0.0003,28
2861,0.017,0.026000000000000002,0.007,0.0003,38
2862,0.017,0.026000000000000002,0.009000000000000001,0.0003,48
2863,0.017,0.026000000000000002,0.0,0.0003,58
2864,0.017,0.026000000000000002,0.0,0.0003,68
2865,0.02,0.032,0.004,0.0003,08
2866,0.02,0.032,0.007,0.0003,18
2867,0.02,0.032,0.008,0.0003,28
2868,0.02,0.032,0.01,0.0003,38
2869,0.02,0.032,0.012,0.0003,48
2870,0.02,0.032,0.016,0.0003,58
2871,0.02,0.032,0.022,0.0003,68
2872,0.022,0.034,0.004,0.0003,08
2873,0.022,0.034,0.007,0.0003,18
2874,0.022,0.034,0.0,0.0003,28
2875,0.022,0.034,0.01,0.0003,38
2876,0.022,0.034,0.0,0.0003,48
2877,0.022,0.034,0.016,0.0003,58
2878,0.022,0.034,0.022,0.0003,68
2879,0.025,0.037,0.004,0.0003,08
2880,0.025,0.037,0.007,0.0003,18
2881,0.025,0.037,0.008,0.0003,28
2882,0.025,0.037,0.01,0.0003,38
2883,0.025,0.037,0.012,0.0003,48
2884,0.025,0.037,0.016,0.0003,58
2885,0.025,0.037,0.022,0.0003,68
2886,0.028,0.04,0.004,0.0003,08
2887,0.028,0.04,0.007,0.0003,18
2888,0.028,0.04,0.0,0.0003,28
2889,0.028,0.04,0.01,0.0003,38
2890,0.028,0.04,0.0,0.0003,48
2891,0.028,0.04,0.016,0.0003,58
2892,0.028,0.04,0.022,0.0003,68
2893,0.03,0.042,0.004,0.0003,08
2894,0.03,0.042,0.007,0.0003,18
2895,0.03,0.042,0.008,0.0003,28
2896,0.03,0.042,0.01,0.0003,38
2897,0.03,0.042,0.012,0.0003,48
2898,0.03,0.042,0.016,0.0003,58
2899,0.03,0.042,0.022,0.0003,68
2900,0.032,0.044,0.004,0.0003,08
2901,0.032,0.044,0.007,0.0003,18
2902,0.032,0.044,0.0,0.0003,28
2903,0.032,0.044,0.01,0.0003,38
2904,0.032,0.044,0.0,0.0003,48
2905,0.032,0.044,0.016,0.0003,58
2906,0.032,0.044,0.022,0.0003,68
2907,0.035,0.047,0.004,0.0003,08
2908,0.035,0.047,0.007,0.0003,18
2909,0.035,0.047,0.008,0.0003,28
2910,0.035,0.047,0.01,0.0003,38
2911,0.035,0.047,0.012,0.0003,48
2912,0.035,0.047,0.016,0.0003,58
2913,0.035,0.047,0.022,0.0003,68
2914,0.04,0.04,0.004,0.0003,08
2915,0.04,0.04,0.007,0.0003,18
2916,0.04,0.04,0.008,0.0003,28
2917,0.04,0.04,0.01,0.0003,38
2918,0.04,0.04,0.012,0.0003,48
2919,0.04,0.04,0.016,0.0003,58
2920,0.04,0.04,0.022,0.0003,68
2921,0.045,0.058,0.004,0.0003,08
2922,0.045,0.058,0.007,0.0003,18
2923,0.045,0.058,0.008,0.0003,28
2924,0.045,0.058,0.01,0.0003,38
2925,0.045,0.058,0.013000000000000001,0.0003,48
2926,0.045,0.058,0.018000000000000002,0.0003,58
2927,0.045,0.058,0.023,0.0003,68
2928,0.05,0.065,0.005,0.0003,08
2929,0.05,0.065,0.007,0.0003,18
2930,0.05,0.065,0.01,0.0003,28
2931,0.05,0.065,0.012,0.0003,38
2932,0.05,0.065,0.015,0.0003,48
2933,0.05,0.065,0.02,0.0003,58
2934,0.05,0.065,0.027,0.0003,68
2935,0.055,0.07200000000000001,0.007,0.0003,08
2936,0.055,0.07200000000000001,0.009000000000000001,0.0003,18
2937,0.055,0.07200000000000001,0.011,0.0003,28
2938,0.055,0.07200000000000001,0.013000000000000001,0.0003,38
2939,0.055,0.07200000000000001,0.017,0.0003,48
2940,0.055,0.07200000000000001,0.023,0.0003,58
2941,0.055,0.07200000000000001,0.03,0.0003,68
2942,0.06,0.078,0.007,0.0003,08
2943,0.06,0.078,0.01,0.0003,18
2944,0.06,0.078,0.012,0.0003,28
2945,0.06,0.078,0.014,0.0003,38
2946,0.06,0.078,0.018000000000000002,0.0003,48
2947,0.06,0.078,0.024,0.0003,58
2948,0.06,0.078,0.032,0.0003,68
2949,0.065,0.085,0.007,0.0003,08
2950,0.065,0.085,0.01,0.0006,18
2951,0.065,0.085,0.013000000000000001,0.0006,28
2952,0.065,0.085,0.015,0.0006,38
2953,0.065,0.085,0.02,0.0006,48
2954,0.065,0.085,0.027,0.0006,58
2955,0.065,0.085,0.036000000000000004,0.0006,68
2956,0.07,0.09,0.008,0.0003,08
2957,0.07,0.09,0.01,0.0006,18
2958,0.07,0.09,0.013000000000000001,0.0006,28
2959,0.07,0.09,0.015,0.0006,38
2960,0.07,0.09,0.02,0.0006,48
2961,0.07,0.09,0.027,0.0006,58
2962,0.07,0.09,0.036000000000000004,0.0006,68
2963,0.075,0.095,0.008,0.0003,08
2964,0.075,0.095,0.01,0.0006,18
2965,0.075,0.095,0.013000000000000001,0.0006,28
2966,0.075,0.095,0.015,0.0006,38
