typ_bearing,name_bearing,D,d,B,Cr,C0r,Cu,Tmax,Tmin,Lw,Le,Dw,Dp,Z,F,E,d1,da_min,Da_max,Dc_max,Db_min,r1a,ra,r1s_min,rs_min,fq_cr,fq_be,fq_bi,fq_ca,vit_max_oil,vit_max_grease,mass,nb_section_stop,nb_groove_be,mounting,brand,name,class,class_radial,class_precision,FNR,material_cage,material_rolling,material_ring,cage,da_max,D1,vit_max_ref,vit_max
RadialRollerBearing,NTN007975,0.19,0.09,0.043000000000000003,240.0,265.0,29.2,120.0,-40.0,,,,,,0.115,0.165,0.125,0.10300000000000001,0.177,0.163,0.169,0.0025,0.0025,0.003,0.003,,,,,4300.0,3700.0,5.55,0.0,0,N,NTN,N318G1,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007976,0.2,0.095,0.045,259.0,285.0,30.9,120.0,-40.0,0.026000000000000002,0.025,0.026000000000000002,0.1475,13.0,0.1215,0.17350000000000002,0.132,0.108,0.187,0.171,0.176,0.0025,0.0025,0.003,0.003,5.497,5.354,7.646,0.412,4000.0,3400.0,6.26,0.0,0,N,NTN,N319,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007977,0.2,0.095,0.045,259.0,285.0,30.9,120.0,-40.0,0.026000000000000002,0.025,0.026000000000000002,0.1475,13.0,0.1215,0.17350000000000002,0.132,0.108,0.187,0.171,0.176,0.0025,0.0025,0.003,0.003,5.497,5.354,7.646,0.412,4000.0,3400.0,6.25,0.0,0,N,NTN,N319C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007978,0.2,0.095,0.045,335.0,385.0,41.8,120.0,-40.0,0.03,0.028800000000000003,0.028,0.1495,14.0,0.1215,0.1775,0.13269999999999998,0.108,0.187,0.17500000000000002,0.18,0.0025,0.0025,0.003,0.003,5.152,5.689,8.311,0.406,3600.0,3100.0,6.47,0.0,0,N,NTN,N319EG1C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007979,0.2,0.095,0.045,259.0,285.0,30.9,120.0,-40.0,0.026000000000000002,0.025,0.026000000000000002,0.1475,13.0,0.1215,0.17350000000000002,0.132,0.108,0.187,0.171,0.176,0.0025,0.0025,0.003,0.003,5.497,5.354,7.646,0.412,4000.0,3400.0,6.47,0.0,0,N,NTN,N319G1,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007980,0.215,0.1,0.047,299.0,335.0,35.6,120.0,-40.0,0.028,0.0268,0.028,0.1575,13.0,0.1295,0.1855,0.1405,0.113,0.202,0.183,0.19,0.0025,0.0025,0.003,0.003,5.447,5.344,7.656,0.411,3800.0,3300.0,7.56,0.0,0,N,NTN,N320,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007981,0.215,0.1,0.047,299.0,335.0,35.6,120.0,-40.0,0.028,0.0268,0.028,0.1575,13.0,0.1295,0.1855,0.1405,0.113,0.202,0.183,0.19,0.0025,0.0025,0.003,0.003,5.447,5.344,7.656,0.411,3800.0,3300.0,7.56,0.0,0,N,NTN,N320C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007982,0.215,0.1,0.047,299.0,335.0,35.6,120.0,-40.0,0.028,0.0268,0.028,0.1575,13.0,0.1295,0.1855,0.1405,0.113,0.202,0.183,0.19,0.0025,0.0025,0.003,0.003,5.447,5.344,7.656,0.411,3800.0,3300.0,8.05,0.0,0,N,NTN,N320G1,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007983,0.215,0.1,0.047,299.0,335.0,35.6,120.0,-40.0,0.028,0.0268,0.028,0.1575,13.0,0.1295,0.1855,0.1405,0.113,0.202,0.183,0.19,0.0025,0.0025,0.003,0.003,5.447,5.344,7.656,0.411,3800.0,3300.0,8.05,0.0,0,N,NTN,N320G1C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007984,0.225,0.105,0.049,320.0,360.0,37.8,120.0,-40.0,0.03,0.025,0.03,0.165,14.0,0.135,0.195,0.147,0.11800000000000001,0.212,0.193,0.198,0.0025,0.0025,0.003,0.003,5.318,5.727,8.273,0.409,3700.0,3100.0,8.86,0.0,0,N,NTN,N321,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007985,0.225,0.105,0.049,320.0,360.0,37.8,120.0,-40.0,0.03,0.025,0.03,0.165,14.0,0.135,0.195,0.147,0.11800000000000001,0.212,0.193,0.198,0.0025,0.0025,0.003,0.003,5.318,5.727,8.273,0.409,3700.0,3100.0,8.84,0.0,0,N,NTN,N321C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007986,0.225,0.105,0.049,320.0,360.0,37.8,120.0,-40.0,0.03,0.025,0.03,0.165,14.0,0.135,0.195,0.147,0.11800000000000001,0.212,0.193,0.198,0.0025,0.0025,0.003,0.003,5.318,5.727,8.273,0.409,3700.0,3100.0,9.17,0.0,0,N,NTN,N321G1,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007987,0.225,0.105,0.049,320.0,360.0,37.8,120.0,-40.0,0.03,0.025,0.03,0.165,14.0,0.135,0.195,0.147,0.11800000000000001,0.212,0.193,0.198,0.0025,0.0025,0.003,0.003,5.318,5.727,8.273,0.409,3700.0,3100.0,9.415,0.0,0,N,NTN,N321G1C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007988,0.24,0.11,0.05,360.0,400.0,41.2,120.0,-40.0,,,,,,0.14300000000000002,0.20700000000000002,0.1555,0.123,0.227,0.20500000000000002,0.21,0.0025,0.0025,0.003,0.003,,,,,3500.0,3000.0,10.58,0.0,0,N,NTN,N322,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007989,0.24,0.11,0.05,360.0,400.0,41.2,120.0,-40.0,,,,,,0.14300000000000002,0.20700000000000002,0.1555,0.123,0.227,0.20500000000000002,0.21,0.0025,0.0025,0.003,0.003,,,,,3500.0,3000.0,11.3,0.0,0,N,NTN,N322C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007990,0.24,0.11,0.05,360.0,400.0,41.2,120.0,-40.0,,,,,,0.14300000000000002,0.20700000000000002,0.1555,0.123,0.227,0.20500000000000002,0.21,0.0025,0.0025,0.003,0.003,,,,,3500.0,3000.0,10.9,0.0,0,N,NTN,N322G1,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007991,0.26,0.12,0.055,450.0,510.0,51.3,120.0,-40.0,,,,,,0.154,0.226,0.1685,0.133,0.247,0.224,0.229,0.0025,0.0025,0.003,0.003,,,,,3200.0,2700.0,13.2,0.0,0,N,NTN,N324,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007992,0.26,0.12,0.055,450.0,510.0,51.3,120.0,-40.0,,,,,,0.154,0.226,0.1685,0.133,0.247,0.224,0.229,0.0025,0.0025,0.003,0.003,,,,,3200.0,2700.0,14.22,0.0,0,N,NTN,N324C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007993,0.26,0.12,0.055,450.0,510.0,51.3,120.0,-40.0,,,,,,0.154,0.226,0.1685,0.133,0.247,0.224,0.23,0.0025,0.0025,0.003,0.003,,,,,3200.0,2700.0,12.5,0.0,0,N,NTN,N324G1C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007994,0.28,0.13,0.058,560.0,665.0,65.4,120.0,-40.0,,,,,,0.167,0.243,0.182,0.146,0.264,0.241,0.246,0.003,0.003,0.004,0.004,,,,,2900.0,2500.0,16.9,0.0,0,N,NTN,N326,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007995,0.28,0.13,0.058,560.0,665.0,65.4,120.0,-40.0,,,,,,0.167,0.243,0.182,0.146,0.264,0.241,0.246,0.003,0.003,0.004,0.004,,,,,2900.0,2500.0,16.9,0.0,0,N,NTN,N326C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007996,0.28,0.13,0.058,560.0,665.0,65.4,120.0,-40.0,,,,,,0.167,0.243,0.182,0.146,0.264,0.241,0.246,0.003,0.003,0.004,0.004,,,,,2900.0,2500.0,16.9,0.0,0,N,NTN,N326C4,NTN-004,C4,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007997,0.3,0.14,0.062,615.0,745.0,71.7,120.0,-40.0,0.04,0.0386,0.04,0.22,14.0,0.18,0.26,0.196,0.156,0.28400000000000003,0.258,0.264,0.003,0.003,0.004,0.004,5.318,5.727,8.273,0.409,2700.0,2300.0,20.8,0.0,0,N,NTN,N328,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007998,0.32,0.15,0.065,665.0,805.0,76.0,120.0,-40.0,0.042,0.040600000000000004,0.042,0.23500000000000001,14.0,0.193,0.277,0.21,0.166,0.304,0.275,0.28,0.003,0.003,0.004,0.004,5.417,5.749,8.251,0.411,2500.0,2100.0,24.9,0.0,0,N,NTN,N330,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007999,0.08,0.025,0.021,46.5,40.0,4.9,120.0,-40.0,,,,,,0.0388,0.0628,0.0436,0.033,0.07200000000000001,0.0606,0.0636,0.0015,0.0015,0.0015,0.0015,,,,,10000.0,8500.0,0.536,0.0,0,N,NTN,N405,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN008000,0.09,0.03,0.023,62.5,55.0,6.7,120.0,-40.0,0.014,0.0132,0.014,0.059000000000000004,9.0,0.045,0.073,0.0505,0.038,0.082,0.07100000000000001,0.074,0.0015,0.0015,0.0015,0.0015,3.977,3.432,5.568,0.381,8500.0,7300.0,0.738,0.0,0,N,NTN,N406,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN008001,0.1,0.035,0.025,75.5,69.0,8.4,120.0,-40.0,,,,,,0.053,0.083,0.059000000000000004,0.043000000000000003,0.092,0.081,0.084,0.0015,0.0015,0.0015,0.0015,,,,,7500.0,6400.0,0.981,0.0,0,N,NTN,N407,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN008002,0.11,0.04,0.027,95.5,89.0,10.9,120.0,-40.0,,,,,,0.058,0.092,0.0648,0.049,0.101,0.09,0.093,0.002,0.002,0.002,0.002,,,,,6700.0,5700.0,1.259,0.0,0,N,NTN,N408,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN008003,0.12,0.045,0.029,107.0,102.0,12.4,120.0,-40.0,0.018000000000000002,0.0172,0.018000000000000002,0.0825,10.0,0.0645,0.1005,0.0718,0.054,0.111,0.099,0.10200000000000001,0.002,0.002,0.002,0.002,4.365,3.909,6.091,0.391,6000.0,5100.0,1.58,0.0,0,N,NTN,N409,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN008004,0.15,0.06,0.035,167.0,168.0,20.2,120.0,-40.0,,,,,,0.083,0.127,0.09179999999999999,0.07100000000000001,0.139,0.125,0.128,0.002,0.002,0.0021000000000000003,0.0021000000000000003,,,,,4600.0,3900.0,2.947,0.0,0,N,NTN,N412,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN008005,0.18,0.07,0.042,228.0,236.0,26.9,120.0,-40.0,0.026000000000000002,0.025,0.026000000000000002,0.126,11.0,0.1,0.152,0.1105,0.083,0.167,0.15,0.153,0.0025,0.0025,0.003,0.003,4.64,4.365,6.635,0.397,4000.0,3400.0,5.15,0.0,0,N,NTN,N414,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN008006,0.16,0.105,0.026000000000000002,105.0,142.0,15.9,120.0,-40.0,,,,,,0.11950000000000001,0.1455,0.1247,0.114,0.151,,0.147,,0.002,0.0011,0.002,,,,,5100.0,4300.0,1.885,0.0,0,NF,NTN,NF1021C4,NTN-004,C4,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN008007,0.052000000000000005,0.025,0.015,29.3,27.7,3.4,120.0,-20.0,0.009000000000000001,0.008,0.0075,0.039,13.0,0.0315,0.0465,0.0345,0.03,0.047,,0.047,,0.001,0.0006,0.001,5.008,5.25,7.75,0.404,15000.0,13000.0,0.133,0.0,0,NF,NTN,NF205ET2X,NTN-004,CN,P0,1311 - NTN CORPORATION,Polyamide PA4-6,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN008008,0.062,0.03,0.016,39.0,37.5,4.55,120.0,-20.0,0.01,0.0094,0.009000000000000001,0.0465,13.0,0.0375,0.0555,0.041100000000000005,0.035,0.057,,0.056,,0.001,0.0006,0.001,4.973,5.242,7.758,0.403,13000.0,11000.0,0.205,0.0,0,NF,NTN,NF206ET2X,NTN-004,CN,P0,1311 - NTN CORPORATION,Polyamide PA4-6,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN008009,0.08,0.04,0.018000000000000002,43.5,43.0,5.2,120.0,-40.0,0.01,0.0094,0.01,0.06,13.0,0.05,0.07,0.054200000000000005,0.0465,0.0735,,0.07100000000000001,,0.001,0.0011,0.0011,5.833,5.417,7.583,0.417,11000.0,9400.0,0.402,0.0,0,NF,NTN,NF208,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN008010,0.085,0.045,0.019,46.0,47.0,5.7,120.0,-40.0,0.01,0.0094,0.01,0.065,14.0,0.055,0.075,0.059000000000000004,0.051500000000000004,0.0785,,0.076,,0.001,0.0011,0.0011,6.346,5.923,8.077,0.423,9900.0,8400.0,0.438,0.0,0,NF,NTN,NF209,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN008011,0.085,0.045,0.019,63.0,66.5,8.1,120.0,-40.0,0.012,0.0114,0.011,0.0655,15.0,0.0545,0.0765,0.0589,0.051500000000000004,0.0785,,0.077,,0.001,0.0011,0.0011,5.787,6.24,8.76,0.416,9000.0,7600.0,0.495,0.0,0,NF,NTN,NF209EG1C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN008012,0.09,0.05,0.02,48.0,51.0,6.2,120.0,-40.0,0.01,0.0094,0.01,0.0704,15.0,0.0604,0.08040000000000001,0.06459999999999999,0.0565,0.0835,,0.0828,,0.001,0.0011,0.0011,6.898,6.435,8.565,0.429,9000.0,7600.0,0.496,0.0,0,NF,NTN,NF210,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN008013,0.09,0.05,0.02,66.0,72.0,8.8,120.0,-40.0,0.012,0.0114,0.011,0.07050000000000001,16.0,0.059500000000000004,0.0815,0.0639,0.0565,0.0835,,0.083,,0.001,0.0011,0.0011,6.253,6.752,9.248,0.422,8100.0,6900.0,0.54,0.0,0,NF,NTN,NF210EG1,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN008014,0.1,0.055,0.021,58.0,62.5,7.6,120.0,-40.0,,,,,,0.0665,0.0885,0.0708,0.063,0.092,,0.09,,0.0015,0.0011,0.0015,,,,,8200.0,6900.0,0.648,0.0,0,NF,NTN,NF211,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN008015,0.1,0.055,0.021,82.5,93.0,11.3,120.0,-40.0,0.014,0.0134,0.012,0.078,16.0,0.066,0.09,0.0708,0.063,0.092,,0.091,,0.0015,0.0011,0.0015,6.346,6.769,9.231,0.423,7400.0,6300.0,0.694,0.0,0,NF,NTN,NF211EG1,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN008016,0.12,0.065,0.023,84.0,94.5,11.5,120.0,-40.0,,,,,,0.07959999999999999,0.1056,0.0848,0.073,0.112,,0.1082,,0.0015,0.0015,0.0015,,,,,7000.0,5900.0,1.075,0.0,0,NF,NTN,NF213,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN008017,0.125,0.07,0.024,83.5,95.0,11.6,120.0,-40.0,,,,,,0.0845,0.1105,0.0896,0.078,0.117,,0.113,,0.0015,0.0015,0.0015,,,,,6500.0,5500.0,1.166,0.0,0,NF,NTN,NF214,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN008018,0.14,0.08,0.026000000000000002,106.0,122.0,14.5,120.0,-40.0,,,,,,0.0953,0.1253,0.1012,0.089,0.131,,0.1266,,0.002,0.002,0.002,,,,,5700.0,4800.0,1.513,0.0,0,NF,NTN,NF216,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN008019,0.15,0.085,0.028,120.0,140.0,16.3,120.0,-40.0,0.016,0.0152,0.016,0.1178,16.0,0.1018,0.1338,0.1082,0.094,0.14100000000000001,,0.1366,,0.002,0.002,0.002,7.227,6.913,9.087,0.432,5300.0,4500.0,1.85,0.0,0,NF,NTN,NF217C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN008020,0.25,0.14,0.042,310.0,400.0,39.9,120.0,-40.0,0.026000000000000002,0.025,0.026000000000000002,0.195,17.0,0.169,0.221,0.1795,0.153,0.23700000000000002,,0.224,,0.0025,0.003,0.003,7.367,7.367,9.633,0.433,3100.0,2700.0,8.37,0.0,0,NF,NTN,NF228,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN008021,0.062,0.025,0.017,41.5,37.5,4.55,120.0,-40.0,0.011,0.010400000000000001,0.01,0.044,11.0,0.034,0.054,0.038,0.0315,0.0555,,0.055,,0.001,0.0011,0.0011,4.173,4.25,6.75,0.386,13000.0,11000.0,0.24,0.0,0,NF,NTN,NF305EG1C4,NTN-004,C4,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN008022,0.062,0.025,0.017,41.5,37.5,4.55,120.0,-20.0,0.011,0.010400000000000001,0.01,0.044,11.0,0.034,0.054,0.038,0.0315,0.0555,,0.055,,0.001,0.0011,0.0011,4.173,4.25,6.75,0.386,13000.0,11000.0,0.24,0.0,0,NF,NTN,NF305ET2X,NTN-004,CN,P0,1311 - NTN CORPORATION,Polyamide PA4-6,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN008023,0.07200000000000001,0.03,0.019,53.0,50.0,6.1,120.0,-20.0,0.012,0.0114,0.011,0.051500000000000004,12.0,0.0405,0.0625,0.0449,0.0365,0.0655,,0.063,,0.001,0.0011,0.0011,4.468,4.718,7.282,0.393,11000.0,9300.0,0.36,0.0,0,NF,NTN,NF306ET2X,NTN-004,CN,P0,1311 - NTN CORPORATION,Polyamide PA4-6,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN008024,0.09,0.04,0.023,58.5,57.0,7.0,120.0,-40.0,,,,,,0.0535,0.0775,0.0584,0.048,0.082,,0.08,,0.0015,0.0015,0.0015,,,,,9400.0,8000.0,0.665,0.0,0,NF,NTN,NF308,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN008025,0.09,0.04,0.023,58.5,57.0,7.0,120.0,-40.0,,,,,,0.0535,0.0775,0.0584,0.048,0.082,,0.08,,0.0015,0.0015,0.0015,,,,,9400.0,8000.0,0.665,0.0,0,NF,NTN,NF308C4,NTN-004,C4,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN008026,0.11,0.05,0.027,87.0,86.0,10.5,120.0,-40.0,,,,,,0.065,0.095,0.07100000000000001,0.059000000000000004,0.101,,0.097,,0.002,0.002,0.002,,,,,7700.0,6500.0,1.151,0.0,0,NF,NTN,NF310,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN008027,0.15,0.07,0.035,158.0,168.0,19.9,120.0,-40.0,0.02,0.0192,0.02,0.11,13.0,0.09,0.13,0.098,0.081,0.139,,0.133,,0.002,0.0021000000000000003,0.0021000000000000003,5.318,5.318,7.682,0.409,5500.0,4700.0,3.025,0.0,0,NF,NTN,NF314G1C4,NTN-004,C4,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN008028,0.32,0.15,0.065,665.0,805.0,76.0,120.0,-40.0,0.042,0.040600000000000004,0.042,0.23500000000000001,14.0,0.193,0.277,0.21,0.166,0.304,,0.28,,0.003,0.004,0.004,5.417,5.749,8.251,0.411,2500.0,2100.0,25.5,0.0,0,NF,NTN,NF330,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN008029,0.17,0.095,0.032,220.0,265.0,29.7,120.0,-40.0,0.022,0.021,0.021,0.1335,17.0,0.1125,0.1545,0.121,0.123,0.159,,,,0.002,0.0021000000000000003,0.0021000000000000003,6.2,7.163,9.837,0.421,4300.0,3600.0,,0.0,0,NH,NTN,NH219EGRBC3,NTN-004,C3,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN008030,0.1,0.045,0.025,74.0,71.0,8.7,120.0,-40.0,0.014,0.0132,0.014,0.0725,11.0,0.0585,0.08650000000000001,0.064,0.066,0.092,,,,0.0015,0.0015,0.0015,4.985,4.438,6.562,0.403,8400.0,7200.0,,0.0,0,NH,NTN,NH309,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN008031,0.215,0.1,0.047,299.0,335.0,35.6,120.0,-40.0,0.028,0.0268,0.028,0.1575,13.0,0.1295,0.1855,0.1405,0.14300000000000002,0.202,,,,0.0025,0.003,0.003,5.447,5.344,7.656,0.411,3800.0,3300.0,,0.0,0,NH,NTN,NH320G1C4,NTN-004,C4,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN008032,0.34,0.16,0.068,700.0,875.0,81.1,120.0,-40.0,,,,,,0.20800000000000002,0.292,0.225,0.228,0.324,,,,0.003,0.004,0.004,,,,,2300.0,2000.0,,0.0,0,NH,NTN,NH332C4,NTN-004,C4,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN008033,0.047,0.025,0.012,15.1,14.1,1.72,120.0,-40.0,,,,,,0.0305,0.0415,0.03270000000000001,0.033,0.043000000000000003,,,,0.0006,0.0003,0.0006,,,,,19000.0,16000.0,0.09,0.0,0,NJ,NTN,NJ1005G1,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.03,,,
RadialRollerBearing,NTN008034,0.055,0.03,0.013000000000000001,19.7,19.6,2.39,120.0,-40.0,0.006,0.0056,0.006,0.0425,16.0,0.0365,0.0485,0.0389,0.0395,0.05,,,,0.001,0.0006,0.001,6.942,6.871,9.129,0.429,16000.0,14000.0,0.131,0.0,0,NJ,NTN,NJ1006G1,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.035,,,
RadialRollerBearing,NTN008035,0.062,0.035,0.014,22.6,23.2,2.85,120.0,-40.0,,,,,,0.042,0.055,0.0446,0.045,0.057,,,,0.001,0.0006,0.001,,,,,15000.0,12000.0,0.171,0.0,0,NJ,NTN,NJ1007G1,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.041,,,
RadialRollerBearing,NTN008036,0.075,0.045,0.016,31.0,34.0,4.15,120.0,-40.0,,,,,,0.0525,0.0675,0.0555,0.056,0.07,,,,0.001,0.0006,0.001,,,,,12000.0,9900.0,0.273,0.0,0,NJ,NTN,NJ1009G1,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.052000000000000005,,,
RadialRollerBearing,NTN008037,0.08,0.05,0.016,32.0,36.0,4.4,120.0,-40.0,,,,,,0.0575,0.0725,0.0605,0.061,0.075,,,,0.001,0.0006,0.001,,,,,11000.0,8900.0,0.296,0.0,0,NJ,NTN,NJ1010G1,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.057,,,
RadialRollerBearing,NTN008038,0.095,0.06,0.018000000000000002,40.0,48.5,5.9,120.0,-40.0,0.008,0.007,0.008,0.0775,22.0,0.0695,0.0855,0.0727,0.0735,0.0885,,,,0.001,0.001,0.0011,9.584,9.865,12.135,0.448,8800.0,7500.0,0.471,0.0,0,NJ,NTN,NJ1012,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,0.068,,,
