typ_bearing,name_bearing,D,d,B,Cr,C0r,Cu,Tmax,Tmin,Lw,Le,Dw,Dp,Z,F,E,d1,da_min,Da_max,Dc_max,Db_min,r1a,ra,r1s_min,rs_min,fq_cr,fq_be,fq_bi,fq_ca,vit_max_oil,vit_max_grease,mass,nb_section_stop,nb_groove_be,mounting,brand,name,class,class_radial,class_precision,FNR,material_cage,material_rolling,material_ring,cage,da_max,D1,vit_max_ref,vit_max
RadialRollerBearing,NTN007895,0.17,0.095,0.032,166.0,195.0,21.9,120.0,-40.0,,,,,,0.1135,0.1515,0.121,0.106,0.159,0.149,0.154,0.002,0.002,0.0021000000000000003,0.0021000000000000003,,,,,4700.0,4000.0,2.72,0.0,0,N,NTN,N219G1C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007896,0.18,0.1,0.034,183.0,217.0,23.9,120.0,-40.0,0.02,0.0192,0.02,0.14,16.0,0.12,0.16,0.128,0.111,0.169,0.158,0.163,0.002,0.002,0.0021000000000000003,0.0021000000000000003,6.857,6.857,9.143,0.429,4500.0,3800.0,3.475,0.0,0,N,NTN,N220,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007897,0.18,0.1,0.034,183.0,217.0,23.9,120.0,-40.0,0.02,0.0192,0.02,0.14,16.0,0.12,0.16,0.128,0.111,0.169,0.158,0.163,0.002,0.002,0.0021000000000000003,0.0021000000000000003,6.857,6.857,9.143,0.429,4500.0,3800.0,3.32,0.0,0,N,NTN,N220C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007898,0.18,0.1,0.034,183.0,217.0,23.9,120.0,-40.0,0.02,0.0192,0.02,0.14,16.0,0.12,0.16,0.128,0.111,0.169,0.158,0.163,0.002,0.002,0.0021000000000000003,0.0021000000000000003,6.857,6.857,9.143,0.429,4500.0,3800.0,3.5,0.0,0,N,NTN,N220G1,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007899,0.19,0.105,0.036000000000000004,201.0,241.0,26.2,120.0,-40.0,0.021,0.02,0.021,0.14780000000000001,16.0,0.1268,0.1688,0.135,0.116,0.179,0.1666,0.1716,0.002,0.002,0.0021000000000000003,0.0021000000000000003,6.896,6.863,9.137,0.429,4300.0,3600.0,3.95,0.0,0,N,NTN,N221,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007900,0.1,0.055,0.025,75.5,87.0,10.6,120.0,-40.0,0.015,0.014400000000000001,0.011,0.0775,15.0,0.0665,0.0885,0.0708,0.063,0.0935,0.08700000000000001,0.09,0.001,0.0015,0.0011,0.0015,6.904,6.435,8.565,0.429,7400.0,6300.0,0.76,0.0,0,N,NTN,N2211C4,NTN-004,C4,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007901,0.13,0.075,0.031,130.0,162.0,19.6,120.0,-40.0,0.02,0.0192,0.014,0.10250000000000001,16.0,0.0885,0.1165,0.094,0.083,0.122,0.115,0.11800000000000001,0.0015,0.0015,0.0015,0.0015,7.185,6.907,9.093,0.432,5500.0,4700.0,1.626,0.0,0,N,NTN,N2215G1C4,NTN-004,C4,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007902,0.15,0.085,0.036000000000000004,170.0,218.0,25.3,120.0,-40.0,0.024,0.0232,0.016,0.1178,16.0,0.1018,0.1338,0.1082,0.094,0.14100000000000001,0.1316,0.1366,0.002,0.002,0.002,0.002,7.227,6.913,9.087,0.432,4800.0,4100.0,2.51,0.0,0,N,NTN,N2217C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007903,0.2,0.11,0.038,240.0,290.0,31.0,120.0,-40.0,,,,,,0.1325,0.1785,0.14150000000000001,0.121,0.189,0.176,0.181,0.002,0.002,0.0021000000000000003,0.0021000000000000003,,,,,4000.0,3400.0,4.8,0.0,0,N,NTN,N222,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007904,0.2,0.11,0.038,240.0,290.0,31.0,120.0,-40.0,,,,,,0.1325,0.1785,0.14150000000000001,0.121,0.189,0.176,0.181,0.002,0.002,0.0021000000000000003,0.0021000000000000003,,,,,4000.0,3400.0,4.64,0.0,0,N,NTN,N222C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007905,0.2,0.11,0.038,240.0,290.0,31.0,120.0,-40.0,,,,,,0.1325,0.1785,0.14150000000000001,0.121,0.189,0.176,0.181,0.002,0.002,0.0021000000000000003,0.0021000000000000003,,,,,4000.0,3400.0,4.91,0.0,0,N,NTN,N222G1C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007906,0.215,0.12,0.04,260.0,320.0,33.4,120.0,-40.0,0.024,0.023,0.024,0.1675,16.0,0.14350000000000002,0.1915,0.153,0.131,0.20400000000000001,0.189,0.194,0.002,0.002,0.0021000000000000003,0.0021000000000000003,6.836,6.854,9.146,0.428,3700.0,3200.0,5.6,0.0,0,N,NTN,N224,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007907,0.215,0.12,0.04,260.0,320.0,33.4,120.0,-40.0,0.024,0.023,0.024,0.1675,16.0,0.14350000000000002,0.1915,0.153,0.131,0.20400000000000001,0.189,0.194,0.002,0.002,0.0021000000000000003,0.0021000000000000003,6.836,6.854,9.146,0.428,3700.0,3200.0,5.6,0.0,0,N,NTN,N224C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007908,0.215,0.12,0.04,260.0,320.0,33.4,120.0,-40.0,0.024,0.023,0.024,0.1675,16.0,0.14350000000000002,0.1915,0.153,0.131,0.20400000000000001,0.189,0.194,0.002,0.002,0.0021000000000000003,0.0021000000000000003,6.836,6.854,9.146,0.428,3700.0,3200.0,5.95,0.0,0,N,NTN,N224G1,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007909,0.215,0.12,0.04,260.0,320.0,33.4,120.0,-40.0,0.024,0.023,0.024,0.1675,16.0,0.14350000000000002,0.1915,0.153,0.131,0.20400000000000001,0.189,0.194,0.002,0.002,0.0021000000000000003,0.0021000000000000003,6.836,6.854,9.146,0.428,3700.0,3200.0,5.95,0.0,0,N,NTN,N224G1C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007910,0.23,0.13,0.04,270.0,340.0,34.8,120.0,-40.0,0.024,0.023,0.024,0.18,17.0,0.156,0.20400000000000001,0.1655,0.14300000000000002,0.217,0.202,0.209,0.0025,0.0025,0.003,0.003,7.367,7.367,9.633,0.433,3400.0,2900.0,6.42,0.0,0,N,NTN,N226,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007911,0.23,0.13,0.04,270.0,340.0,34.8,120.0,-40.0,0.024,0.023,0.024,0.18,17.0,0.156,0.20400000000000001,0.1655,0.14300000000000002,0.217,0.202,0.209,0.0025,0.0025,0.003,0.003,7.367,7.367,9.633,0.433,3400.0,2900.0,7.34,0.0,0,N,NTN,N226C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007912,0.23,0.13,0.04,270.0,340.0,34.8,120.0,-40.0,0.024,0.023,0.024,0.18,17.0,0.156,0.20400000000000001,0.1655,0.14300000000000002,0.217,0.202,0.209,0.0025,0.0025,0.003,0.003,7.367,7.367,9.633,0.433,3400.0,2900.0,7.475,0.0,0,N,NTN,N226G1,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007913,0.23,0.13,0.04,270.0,340.0,34.8,120.0,-40.0,0.024,0.023,0.024,0.18,17.0,0.156,0.20400000000000001,0.1655,0.14300000000000002,0.217,0.202,0.209,0.0025,0.0025,0.003,0.003,7.367,7.367,9.633,0.433,3400.0,2900.0,6.86,0.0,0,N,NTN,N226G1C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007914,0.27,0.15,0.045,345.0,435.0,42.5,120.0,-40.0,0.028,0.0268,0.028,0.21,16.0,0.182,0.23800000000000002,0.193,0.163,0.257,0.23600000000000002,0.241,0.0025,0.0025,0.003,0.003,7.367,6.933,9.067,0.433,2900.0,2500.0,10.3,0.0,0,N,NTN,N230,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007915,0.27,0.15,0.045,345.0,435.0,42.5,120.0,-40.0,0.028,0.0268,0.028,0.21,16.0,0.182,0.23800000000000002,0.193,0.163,0.257,0.23600000000000002,0.241,0.0025,0.0025,0.003,0.003,7.367,6.933,9.067,0.433,2900.0,2500.0,10.3,0.0,0,N,NTN,N230C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007916,0.29,0.16,0.048,430.0,570.0,54.5,120.0,-40.0,0.03,0.028800000000000003,0.03,0.225,18.0,0.195,0.255,0.20700000000000002,0.17300000000000001,0.277,0.253,0.258,0.0025,0.0025,0.003,0.003,7.367,7.8,10.2,0.433,2700.0,2300.0,13.5,0.0,0,N,NTN,N232C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007917,0.34,0.19,0.055,555.0,770.0,70.1,120.0,-40.0,0.034,0.032799999999999996,0.034,0.265,19.0,0.231,0.299,0.2445,0.20600000000000002,0.324,0.296,0.303,0.003,0.003,0.004,0.004,7.666,8.281,10.719,0.436,2200.0,1900.0,21.13,0.0,0,N,NTN,N238,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007918,0.052000000000000005,0.02,0.015,31.5,26.9,3.3,120.0,-20.0,0.01,0.0094,0.009000000000000001,0.0365,10.0,0.0275,0.0455,0.031100000000000003,0.0265,0.048,0.043000000000000003,0.046,0.0006,0.001,0.0006,0.0011,3.809,3.767,6.233,0.377,15000.0,13000.0,0.155,0.0,0,N,NTN,N304ET2X,NTN-004,CN,P0,1311 - NTN CORPORATION,Polyamide PA4-6,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007919,0.052000000000000005,0.02,0.015,31.5,26.9,3.3,120.0,-20.0,0.01,0.0094,0.009000000000000001,0.0365,10.0,0.0275,0.0455,0.031100000000000003,0.0265,0.048,0.043000000000000003,0.046,0.0006,0.001,0.0006,0.0011,3.809,3.767,6.233,0.377,15000.0,13000.0,0.152,0.0,0,N,NTN,N304ET2XC2,NTN-004,C2,P0,1311 - NTN CORPORATION,Polyamide PA4-6,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007920,0.062,0.025,0.017,41.5,37.5,4.55,120.0,-20.0,0.011,0.010400000000000001,0.01,0.044,11.0,0.034,0.054,0.038,0.0315,0.0555,0.051000000000000004,0.055,0.001,0.001,0.0011,0.0011,4.173,4.25,6.75,0.386,13000.0,11000.0,0.275,0.0,0,N,NTN,N305ET2X,NTN-004,CN,P0,1311 - NTN CORPORATION,Polyamide PA4-6,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007921,0.07200000000000001,0.03,0.019,53.0,50.0,6.1,120.0,-40.0,0.012,0.0114,0.011,0.051500000000000004,12.0,0.0405,0.0625,0.0449,0.0365,0.0655,0.059000000000000004,0.063,0.001,0.001,0.0011,0.0011,4.468,4.718,7.282,0.393,11000.0,9300.0,0.398,0.0,0,N,NTN,N306EG1,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007922,0.07200000000000001,0.03,0.019,53.0,50.0,6.1,120.0,-20.0,0.012,0.0114,0.011,0.051500000000000004,12.0,0.0405,0.0625,0.0449,0.0365,0.0655,0.059000000000000004,0.063,0.001,0.001,0.0011,0.0011,4.468,4.718,7.282,0.393,11000.0,9300.0,0.35,0.0,0,N,NTN,N306ET2X,NTN-004,CN,P0,1311 - NTN CORPORATION,Polyamide PA4-6,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007923,0.08,0.035,0.021,71.0,71.0,8.7,120.0,-20.0,0.014,0.0134,0.012,0.0582,13.0,0.046200000000000005,0.0702,0.051000000000000004,0.043000000000000003,0.0735,0.0684,0.0714,0.001,0.0015,0.0011,0.0015,4.644,5.16,7.84,0.397,9600.0,8100.0,0.5,0.0,0,N,NTN,N307ET2X,NTN-004,CN,P0,1311 - NTN CORPORATION,Polyamide PA4-6,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007924,0.08,0.035,0.021,71.0,71.0,8.7,120.0,-20.0,0.014,0.0134,0.012,0.0582,13.0,0.046200000000000005,0.0702,0.051000000000000004,0.043000000000000003,0.0735,0.0684,0.0714,0.001,0.0015,0.0011,0.0015,4.644,5.16,7.84,0.397,9600.0,8100.0,0.478,0.0,0,N,NTN,N307ET2XC2,NTN-004,C2,P0,1311 - NTN CORPORATION,Polyamide PA4-6,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007925,0.08,0.035,0.021,71.0,71.0,8.7,120.0,-20.0,0.014,0.0134,0.012,0.0582,13.0,0.046200000000000005,0.0702,0.051000000000000004,0.043000000000000003,0.0735,0.0684,0.0714,0.001,0.0015,0.0011,0.0015,4.644,5.16,7.84,0.397,9600.0,8100.0,0.478,0.0,0,N,NTN,N307ET2XC3,NTN-004,C3,P0,1311 - NTN CORPORATION,Polyamide PA4-6,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007926,0.09,0.04,0.023,58.5,57.0,7.0,120.0,-40.0,,,,,,0.0535,0.0775,0.0584,0.048,0.082,0.076,0.08,0.0015,0.0015,0.0015,0.0015,,,,,9400.0,8000.0,0.643,0.0,0,N,NTN,N308,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007927,0.09,0.04,0.023,58.5,57.0,7.0,120.0,-40.0,,,,,,0.0535,0.0775,0.0584,0.048,0.082,0.076,0.08,0.0015,0.0015,0.0015,0.0015,,,,,9400.0,8000.0,0.638,0.0,0,N,NTN,N308C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007928,0.09,0.04,0.023,83.0,81.5,9.9,120.0,-20.0,0.015,0.014199999999999999,0.014,0.066,12.0,0.052000000000000005,0.08,0.057600000000000005,0.048,0.082,0.077,0.081,0.0015,0.0015,0.0015,0.0015,4.502,4.727,7.273,0.394,8500.0,7200.0,0.754,0.0,0,N,NTN,N308ET2X,NTN-004,CN,P0,1311 - NTN CORPORATION,Polyamide PA4-6,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007929,0.1,0.045,0.025,74.0,71.0,8.7,120.0,-40.0,0.014,0.0132,0.014,0.0725,11.0,0.0585,0.08650000000000001,0.064,0.053,0.092,0.085,0.088,0.0015,0.0015,0.0015,0.0015,4.985,4.438,6.562,0.403,8400.0,7200.0,0.89,0.0,0,N,NTN,N309,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007930,0.1,0.045,0.025,74.0,71.0,8.7,120.0,-40.0,0.014,0.0132,0.014,0.0725,11.0,0.0585,0.08650000000000001,0.064,0.053,0.092,0.085,0.088,0.0015,0.0015,0.0015,0.0015,4.985,4.438,6.562,0.403,8400.0,7200.0,0.861,0.0,0,N,NTN,N309C2,NTN-004,C2,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007931,0.1,0.045,0.025,74.0,71.0,8.7,120.0,-40.0,0.014,0.0132,0.014,0.0725,11.0,0.0585,0.08650000000000001,0.064,0.053,0.092,0.085,0.088,0.0015,0.0015,0.0015,0.0015,4.985,4.438,6.562,0.403,8400.0,7200.0,0.861,0.0,0,N,NTN,N309C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007932,0.1,0.045,0.025,97.5,98.5,12.0,120.0,-20.0,0.016,0.0152,0.015,0.0735,13.0,0.0585,0.0885,0.0645,0.053,0.092,0.08700000000000001,0.09,0.0015,0.0015,0.0015,0.0015,4.696,5.173,7.827,0.398,7600.0,6500.0,0.996,0.0,0,N,NTN,N309ET2X,NTN-004,CN,P0,1311 - NTN CORPORATION,Polyamide PA4-6,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007933,0.1,0.045,0.025,97.5,98.5,12.0,120.0,-20.0,0.016,0.0152,0.015,0.0735,13.0,0.0585,0.0885,0.0645,0.053,0.092,0.08700000000000001,0.09,0.0015,0.0015,0.0015,0.0015,4.696,5.173,7.827,0.398,7600.0,6500.0,0.996,0.0,0,N,NTN,N309ET2XC2,NTN-004,C2,P0,1311 - NTN CORPORATION,Polyamide PA4-6,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007934,0.1,0.045,0.025,97.5,98.5,12.0,120.0,-20.0,0.016,0.0152,0.015,0.0735,13.0,0.0585,0.0885,0.0645,0.053,0.092,0.08700000000000001,0.09,0.0015,0.0015,0.0015,0.0015,4.696,5.173,7.827,0.398,7600.0,6500.0,0.877,0.0,0,N,NTN,N309ET2XC3,NTN-004,C3,P0,1311 - NTN CORPORATION,Polyamide PA4-6,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007935,0.11,0.05,0.027,87.0,86.0,10.5,120.0,-40.0,,,,,,0.065,0.095,0.07100000000000001,0.059000000000000004,0.101,0.093,0.097,0.002,0.002,0.002,0.002,,,,,7700.0,6500.0,1.11,0.0,0,N,NTN,N310,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007936,0.11,0.05,0.027,87.0,86.0,10.5,120.0,-40.0,,,,,,0.065,0.095,0.07100000000000001,0.059000000000000004,0.101,0.093,0.097,0.002,0.002,0.002,0.002,,,,,7700.0,6500.0,1.11,0.0,0,N,NTN,N310C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007937,0.11,0.05,0.027,110.0,113.0,13.8,120.0,-20.0,0.017,0.0162,0.016,0.081,13.0,0.065,0.097,0.0714,0.059000000000000004,0.101,0.095,0.099,0.002,0.002,0.002,0.002,4.865,5.216,7.784,0.401,6900.0,5900.0,1.3,0.0,0,N,NTN,N310ET2X,NTN-004,CN,P0,1311 - NTN CORPORATION,Polyamide PA4-6,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007938,0.11,0.05,0.027,110.0,113.0,13.8,120.0,-20.0,0.017,0.0162,0.016,0.081,13.0,0.065,0.097,0.0714,0.059000000000000004,0.101,0.095,0.099,0.002,0.002,0.002,0.002,4.865,5.216,7.784,0.401,6900.0,5900.0,1.14,0.0,0,N,NTN,N310ET2XC3,NTN-004,C3,P0,1311 - NTN CORPORATION,Polyamide PA4-6,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007939,0.11,0.05,0.027,87.0,86.0,10.5,120.0,-40.0,,,,,,0.065,0.095,0.07100000000000001,0.059000000000000004,0.101,0.093,0.097,0.002,0.002,0.002,0.002,,,,,7700.0,6500.0,1.11,0.0,0,N,NTN,N310G1P5,NTN-004,CN,P5,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007940,0.12,0.055,0.029,111.0,111.0,13.5,120.0,-40.0,,,,,,0.07050000000000001,0.1045,0.0772,0.064,0.111,0.10300000000000001,0.106,0.002,0.002,0.002,0.002,,,,,7000.0,5900.0,1.413,0.0,0,N,NTN,N311,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007941,0.12,0.055,0.029,111.0,111.0,13.5,120.0,-40.0,,,,,,0.07050000000000001,0.1045,0.0772,0.064,0.111,0.10300000000000001,0.106,0.002,0.002,0.002,0.002,,,,,7000.0,5900.0,1.445,0.0,0,N,NTN,N311C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007942,0.12,0.055,0.029,111.0,111.0,13.5,120.0,-40.0,,,,,,0.07050000000000001,0.1045,0.0772,0.064,0.111,0.10300000000000001,0.106,0.002,0.002,0.002,0.002,,,,,7000.0,5900.0,1.413,0.0,0,N,NTN,N311C4,NTN-004,C4,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007943,0.12,0.055,0.029,137.0,143.0,17.4,120.0,-40.0,0.019,0.0182,0.018000000000000002,0.0885,13.0,0.07050000000000001,0.1065,0.0777,0.064,0.111,0.105,0.108,0.002,0.002,0.002,0.002,4.713,5.178,7.822,0.398,6300.0,5300.0,1.56,0.0,0,N,NTN,N311EG1,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007944,0.12,0.055,0.029,137.0,143.0,17.4,120.0,-20.0,0.019,0.0182,0.018000000000000002,0.0885,13.0,0.07050000000000001,0.1065,0.0777,0.064,0.111,0.105,0.108,0.002,0.002,0.002,0.002,4.713,5.178,7.822,0.398,6300.0,5300.0,1.46,0.0,0,N,NTN,N311ET2X,NTN-004,CN,P0,1311 - NTN CORPORATION,Polyamide PA4-6,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007945,0.12,0.055,0.029,137.0,143.0,17.4,120.0,-20.0,0.019,0.0182,0.018000000000000002,0.0885,13.0,0.07050000000000001,0.1065,0.0777,0.064,0.111,0.105,0.108,0.002,0.002,0.002,0.002,4.713,5.178,7.822,0.398,6300.0,5300.0,1.61,0.0,0,N,NTN,N311ET2XC3,NTN-004,C3,P0,1311 - NTN CORPORATION,Polyamide PA4-6,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007946,0.12,0.055,0.029,111.0,111.0,13.5,120.0,-40.0,,,,,,0.07050000000000001,0.1045,0.0772,0.064,0.111,0.10300000000000001,0.106,0.002,0.002,0.002,0.002,,,,,7000.0,5900.0,1.492,0.0,0,N,NTN,N311G1,NTN-004,CN,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007947,0.12,0.055,0.029,111.0,111.0,13.5,120.0,-40.0,,,,,,0.07050000000000001,0.1045,0.0772,0.064,0.111,0.10300000000000001,0.106,0.002,0.002,0.002,0.002,,,,,7000.0,5900.0,1.52,0.0,0,N,NTN,N311G1C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007948,0.13,0.06,0.031,124.0,126.0,15.4,120.0,-40.0,0.018000000000000002,0.0172,0.018000000000000002,0.095,12.0,0.077,0.113,0.08420000000000001,0.07100000000000001,0.11900000000000001,0.111,0.115,0.002,0.002,0.0021000000000000003,0.0021000000000000003,5.088,4.863,7.137,0.405,6500.0,5500.0,1.79,0.0,0,N,NTN,N312,NTN-004,CN,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007949,0.13,0.06,0.031,124.0,126.0,15.4,120.0,-40.0,0.018000000000000002,0.0172,0.018000000000000002,0.095,12.0,0.077,0.113,0.08420000000000001,0.07100000000000001,0.11900000000000001,0.111,0.115,0.002,0.002,0.0021000000000000003,0.0021000000000000003,5.088,4.863,7.137,0.405,6500.0,5500.0,1.753,0.0,0,N,NTN,N312C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Tôle,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007950,0.13,0.06,0.031,150.0,157.0,19.1,120.0,-20.0,0.02,0.0192,0.019,0.096,13.0,0.077,0.115,0.0846,0.07100000000000001,0.11900000000000001,0.113,0.117,0.002,0.002,0.0021000000000000003,0.0021000000000000003,4.855,5.214,7.786,0.401,5800.0,4900.0,1.753,0.0,0,N,NTN,N312ET2X,NTN-004,CN,P0,1311 - NTN CORPORATION,Polyamide PA4-6,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007951,0.13,0.06,0.031,150.0,157.0,19.1,120.0,-20.0,0.02,0.0192,0.019,0.096,13.0,0.077,0.115,0.0846,0.07100000000000001,0.11900000000000001,0.113,0.117,0.002,0.002,0.0021000000000000003,0.0021000000000000003,4.855,5.214,7.786,0.401,5800.0,4900.0,2.05,0.0,0,N,NTN,N312ET2XC3,NTN-004,C3,P0,1311 - NTN CORPORATION,Polyamide PA4-6,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007952,0.13,0.06,0.031,124.0,126.0,15.4,120.0,-40.0,0.018000000000000002,0.0172,0.018000000000000002,0.095,12.0,0.077,0.113,0.08420000000000001,0.07100000000000001,0.11900000000000001,0.111,0.115,0.002,0.002,0.0021000000000000003,0.0021000000000000003,5.088,4.863,7.137,0.405,6500.0,5500.0,1.915,0.0,0,N,NTN,N312G1C3,NTN-004,C3,P0,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
RadialRollerBearing,NTN007953,0.13,0.06,0.031,124.0,126.0,15.4,120.0,-40.0,0.018000000000000002,0.0172,0.018000000000000002,0.095,12.0,0.077,0.113,0.08420000000000001,0.07100000000000001,0.11900000000000001,0.111,0.115,0.002,0.002,0.0021000000000000003,0.0021000000000000003,5.088,4.863,7.137,0.405,6500.0,5500.0,1.866,0.0,0,N,NTN,N312G1C3P6,NTN-004,C3,P6,1311 - NTN CORPORATION,Laiton,Acier 100Cr6,Acier 100Cr6,True,,,,
